id,title,author,url,fulltext_url,archive_url,entry_type,date,publisher,series,ISSN,ISBN,DOI,QID,volume,issue,pages,edition,language,license,key_type,taxon,scope,region,complete,target_taxa,part_of,,,,,,,,,,,
B593,Superfamily Apoidea - Bees,Anna Zakharovna Osychnyuk; Dmitrij Viktorovitsch Panfilov; A A Ponomareva,,,,print,1978,Zoological Institute of Russian Academy of Sciences,Keys to the Insects of the European Part of the USSR,,,,,3,1,583,,ru,,key,Apoidae,,"Europe, Baltic; Europe, Russia; Europe, Belarus; Europe, Ukraine; Europe, Moldova; Europe, Georgia; Europe, Armenia; Europe, Azerbaijan",,,B1,,,,,,,,,,,
B594,"Nomadini (Hym., Apoidea, Anthophoridae) of Poland",Waldemar Celary,,,,print,1995,Polska Akademia Nauk,Monografie Fauny Polski,0137-2173,,,,20,,281,,en,,key,Nomadini,,"Europe, Poland",TRUE,species,B1,,,,,,,,,,,
B595,Anthophoridae,Erwin Scheuchl,,,,print,2000-12,Eigenverlag,Illustrierte Bestimmungstabellen der Wildbienen Deutschlands und Österreichs,,,,,1,,189,2,de-DE,,key,Anthophoridae,,"Europe, Germany; Europe, Austria",TRUE,species,B1,,,,,,,,,,,
B596,Anthophoridae,Erwin Scheuchl,,,,print,1995,Eigenverlag,Illustrierte Bestimmungstabellen der Wildbienen Deutschlands und Österreichs,,,,,1,,158,1,de-DE,,key,Anthophoridae,,"Europe, Germany; Europe, Austria",TRUE,species,B1,,,,,,,,,,,
B597,Apidae,Felix Amiet; Mike Hermann; Andreas Müller; Rainer Neumeyer; Christophe Praz,,,,print,,Schweizerische Entomologische Gesellschaft,Fauna Helvetica,1422-6367,,,,,,,,de-CH; fr-CH,,key,Apidae,,"Europe, Switzerland",TRUE,species,,,,,,,,,,,,
B598,"Apidae 1: Allgemeiner Teil, Gattungsschlüssel, die Gattungen Apis, Bombus und Psithyrus",Felix Amiet; Andreas Müller; Christophe Praz,,,,print,1996,Schweizerische Entomologische Gesellschaft,Fauna Helvetica,1422-6367,,,,29,,98,1,de-CH; fr-CH,,key,Apis; Bombus,,"Europe, Switzerland",TRUE,species,,,,,,,,,,,,
B599,"Apidae 1: Allgemeiner Teil, Gattungen, Apis, Bombus",Felix Amiet; Andreas Müller; Christophe Praz,https://cscf.abacuscity.ch/de/chf/A~11FHE29X/1~1~Coll/Fauna-Helvetica/Apidae-1,,,online,2018,CSCF; Schweizerische Entomologische Gesellschaft,Fauna Helvetica,1422-6367,,,,29,,188,2,de-CH; fr-CH,,key,Apis; Bombus,,"Europe, Switzerland",TRUE,species,,,,,,,,,,,,
B600,"Apidae 2: Colletes, Dufourea, Hylaeus, Nomia,
Nomioides, Rhophitoides, Rophites,
Sphecodes, Systropha",Felix Amiet; Andreas Müller; Rainer Neumeyer,,,,print,1999,Schweizerische Entomologische Gesellschaft,Fauna Helvetica,1422-6367,,,,4,,220,1,de-CH; fr-CH,,key,"Colletes; Dufourea; Hylaeus; Nomia;
Nomioides; Rhophitoides; Rophites;
Sphecodes; Systropha",,"Europe, Switzerland",TRUE,species,,,,,,,,,,,,
B601,"Apidae 2: Colletes, Dufourea, Hylaeus, Nomia,
Nomioides, Rhophitoides, Rophites,
Sphecodes, Systropha",Felix Amiet; Andreas Müller; Rainer Neumeyer,,http://www.unine.ch/files/live/sites/cscf/files/publi_CSCF/FH_electronique/e-FH04%20Apidae%202.pdf,https://web.archive.org/web/20210727124556/http://www.unine.ch/files/live/sites/cscf/files/publi_CSCF/FH_electronique/e-FH04%20Apidae%202.pdf,online,2014,CSCF; Schweizerische Entomologische Gesellschaft,Fauna Helvetica,1422-6367,9782884140157,,,4,,239,2,de-CH; fr-CH,,key,"Colletes; Dufourea; Hylaeus; Nomia;
Nomioides; Rhophitoides; Rophites;
Sphecodes; Systropha",,"Europe, Switzerland",TRUE,species,,,,,,,,,,,,
B602,"Apidae 3: Halictus, Lasioglossum",Felix Amiet; Mike Hermann; Andreas Müller; Rainer Neumeyer,,http://www.unine.ch/files/live/sites/cscf/files/publi_CSCF/FH_electronique/e-FH06%20Apidae%203.pdf,https://web.archive.org/web/20210727124650/http://www.unine.ch/files/live/sites/cscf/files/publi_CSCF/FH_electronique/e-FH06%20Apidae%203.pdf,print,2001,CSCF; Schweizerische Entomologische Gesellschaft,Fauna Helvetica,1422-6367,2884140174,,,6,,220,,de-CH; fr-CH,,key,Halictus; Lasioglossum,,"Europe, Switzerland",TRUE,species,,,,,,,,,,,,
B603,"Apidae 4: Anthidium, Chelostoma, Coelioxys, Dioxys, Heriades, Lithurgus, Megachile, Osmia, Stelis",Felix Amiet; Mike Hermann; Andreas Müller; Rainer Neumeyer,,http://www.unine.ch/files/live/sites/cscf/files/publi_CSCF/FH_electronique/e-FH09%20Apidae%204.pdf,,print,2004,CSCF; Schweizerische Entomologische Gesellschaft,Fauna Helvetica,1422-6367,2884140212,,,9,,272,,de-CH; fr-CH,,key,Anthidium; Chelostoma; Coelioxys; Dioxys; Heriades; Lithurgus; Megachile; Osmia; Stelis,,"Europe, Switzerland",TRUE,species,,,,,,,,,,,,
B604,"Apidae 5: Ammobates, Ammobatoides, Anthophora, Biastes, Ceratina, Dasypoda, Epeoloides, Epeolus, Eucera, Macropis, Melecta, Melitta, Nomada, Pasites, Tetralonia, Thyreus, Xylocopa",Felix Amiet; Mike Hermann; Andreas Müller; Rainer Neumeyer,,,,print,2007,Schweizerische Entomologische Gesellschaft,Fauna Helvetica,1422-6367,,,,20,,356,1,de-CH; fr-CH,,key,Ammobates; Ammobatoides; Anthophora; Biastes; Ceratina; Dasypoda; Epeoloides; Epeolus; Eucera; Macropis; Melecta; Melitta; Nomada; Pasites; Tetralonia; Thyreus; Xylocopa,,"Europe, Switzerland",TRUE,species,B1,,,,,,,,,,,
B605,"Apidae 5: Ammobates, Ammobatoides, Anthophora, Biastes, Ceratina, Dasypoda, Epeoloides, Epeolus, Eucera, Macropis, Melecta, Melitta, Nomada, Pasites, Tetralonia, Thyreus, Xylocopa",Felix Amiet; Mike Hermann; Andreas Müller; Rainer Neumeyer,,http://www.unine.ch/files/live/sites/cscf/files/publi_CSCF/FH_electronique/e-FH20%20Apidae%205.pdf,https://web.archive.org/web/20210727123509/http://www.unine.ch/files/live/sites/cscf/files/publi_CSCF/FH_electronique/e-FH20%20Apidae%205.pdf,online,2020,CSCF; Schweizerische Entomologische Gesellschaft,Fauna Helvetica,1422-6367,,,,20,,356,2,de-CH; fr-CH,,key,Ammobates; Ammobatoides; Anthophora; Biastes; Ceratina; Dasypoda; Epeoloides; Epeolus; Eucera; Macropis; Melecta; Melitta; Nomada; Pasites; Tetralonia; Thyreus; Xylocopa,,"Europe, Switzerland",TRUE,species,,,,,,,,,,,,
B606,"Apidae 6: Andrena, Melitturga, Panurginus et Panurgus",Felix Amiet; Mike Hermann; Andreas Müller; Rainer Neumeyer,https://cscf.abacuscity.ch/de/chf/A~11FHE26D/1~1~Coll/Fauna-Helvetica/Apidae-6,,,print,2010,CSCF; Schweizerische Entomologische Gesellschaft,Fauna Helvetica,1422-6367,9782884140393,,,26,,317,,de-CH,,key,Andrena; Melitturga; Panurginus; Panurgus,,"Europe, Switzerland",TRUE,species,,,,,,,,,,,,
B607,Field Guide to the Bees of Great Britain and Ireland,Steven Falk; Richard Lewington,,,,print,2015-11-02,Bloomsbury Publishing,,,9781910389027,,,,,432,1,en-UK,,key,Apidae,,"Europe, UK; Europe, Ireland",,species,B1,,,,,,,,,,,
B608,Field Guide to the Bees of Great Britain and Ireland,Steven Falk; Richard Lewington,https://www.bloomsbury.com/uk/field-guide-to-the-bees-of-great-britain-and-ireland-9781472967053,,,print,2018-12-21,Bloomsbury Publishing,,,9781472967053,,,,,432,2,en-UK,,key,Apidae,,"Europe, UK; Europe, Ireland",,species,,,,,,,,,,,,
B609,Field Guide to the Bees of Great Britain and Ireland,Steven Falk; Richard Lewington,https://www.bloomsbury.com/uk/field-guide-to-the-bees-of-great-britain-and-ireland-9781472970367/,,,online,2019-09-19,Bloomsbury Publishing,,,9781472970367,,,,,432,2,en-UK,,key,Apidae,,"Europe, UK; Europe, Ireland",,species,,,,,,,,,,,,
B610,Bijen: Veldgids voor Nederland en Vlaanderen,Steven Falk; Richard Lewington,,,,print,2017-05-23,Kosmos Uitgevers,,,,,,,,432,1,nl-NL,,key,Apidae,,"Europe, Netherlands; Europe, Belgium, Flanders",,species,,,,,,,,,,,,
B611,Bijen: Veldgids voor Nederland en Vlaanderen,Steven Falk; Richard Lewington,,,,print,2018,Kosmos Uitgevers,,,9789021569055,,,,,432,2,nl-NL,,key,Apidae,,"Europe, Netherlands; Europe, Belgium, Flanders",,species,,,,,,,,,,,,
B612,Bijen: Veldgids voor Nederland en Vlaanderen,Steven Falk; Richard Lewington,,,,print,2020-05,Kosmos Uitgevers,,,9789021575513,,,,,432,3,nl-NL,,key,Apidae,,"Europe, Netherlands; Europe, Belgium, Flanders",,species,,,,,,,,,,,,
B613,Field Guide to the Bees of Great Britain and Ireland,Steven Falk; Richard Lewington,,,,print,2015-11-05,Bloomsbury Publishing,,,9781910389034,,,,,432,1,en-UK,,key,Apidae,,"Europe, UK; Europe, Ireland",,species,,,,,,,,,,,,
B614,Field Guide to the Bees of Great Britain and Ireland,Steven Falk; Richard Lewington,https://www.bloomsbury.com/us/field-guide-to-the-bees-of-great-britain-and-ireland-9781472970374/,,,online,2019-09-19,Bloomsbury Publishing,,,9781472970374,,,,,432,2,en-UK,,key,Apidae,,"Europe, UK; Europe, Ireland",,species,,,,,,,,,,,,
B615,Bladmossor: Vitmossor - knappnålsmossor: Bryophyta: Sphagnum - Tetrodontium,Niklas Lönnell; Tomas Hallingbäck,https://www.nationalnyckeln.se/bladmossor-vitmossor-knappnalsmossor,,,print,2019-12-16,ArtDatabanken,Nationalnyckeln,,9789187853524,,,,,414,,sv-SE,,key; reference,Bryophyta,Sphagnum - Tetrodontium,"Europe, Sweden",TRUE,species,,,,,,,,,,,,
B616,Bladmossor: Vitmossor - knappnålsmossor: Bryophyta: Sphagnum - Tetrodontium,Niklas Lönnell; Tomas Hallingbäck,https://www.nationalnyckeln.se/bladmossor-vitmossor-knappnalsmossor-skinnband,,,print,2019-12-16,ArtDatabanken,Nationalnyckeln,,9789187853531,,,,,414,,sv-SE,,key; reference,Bryophyta,Sphagnum - Tetrodontium,"Europe, Sweden",TRUE,species,,,,,,,,,,,,
B617,Bladmossor: Kompaktmossor - kapmossor. Bryophyta: Anoectangium - Orthodontium,Tomas Hallingbäck; Niklas Lönnell; Henrik Weibull,https://www.nationalnyckeln.se/nationalnyckeln-till-sveriges-flora-och-fauna-aj-24-36-bladmossor-kompaktmossor-kapmossor-bryophyta-anoectangium-orthodontium-1,,,print,2008-12-01,ArtDatabanken,Nationalnyckeln,,9789188506658,,,,,450,,sv-SE,,key; reference,Bryophyta,Anoectangium - Orthodontium,"Europe, Northern",TRUE,species,,,,,,,,,,,,
B618,Bladmossor: Kompaktmossor - kapmossor. Bryophyta: Anoectangium - Orthodontium,Tomas Hallingbäck; Niklas Lönnell; Henrik Weibull,https://www.nationalnyckeln.se/nationalnyckeln-till-sveriges-flora-och-fauna-aj-24-36-bladmossor-kompaktmossor-kapmossor-bryophyta-anoectangium-orthodontium,,,print,2008-12-02,ArtDatabanken,Nationalnyckeln,,9789188506641,,,,,504,,sv-SE,,key; reference,Bryophyta,Anoectangium - Orthodontium,"Europe, Northern",TRUE,species,,,,,,,,,,,,
B619,Bladmossor: Skirmossor - baronmossor: Bryophyta: Hookeria - Anomodon,Lars Hedenäs; Tomas Hallingbäck,https://www.nationalnyckeln.se/bladmossor-skirmossor-baronmossor-bryophyta-hookeria-anomodon,,,print,2014-09-25,ArtDatabanken,Nationalnyckeln,,9789188506849,,,,,366,,sv-SE,,key; reference,Bryophyta,Hookeria - Anomodon,"Europe, Sweden",FALSE,species,,,,,,,,,,,,
B620,Bladmossor: Skirmossor - baronmossor: Bryophyta: Hookeria - Anomodon,Lars Hedenäs; Tomas Hallingbäck,https://www.nationalnyckeln.se/bladmossor-skirmossor-baronmossor-bryophyta-hookeria-anomodon-1,,,print,2014-09-25,ArtDatabanken,Nationalnyckeln,,9789188506856,,,,,366,,sv-SE,,key; reference,Bryophyta,Hookeria - Anomodon,"Europe, Sweden",FALSE,species,,,,,,,,,,,,
B621,Bladmossor: Sköldmossor - blåmossor: Bryophyta: Buxbaumia - Leucobryum,Tomas Hallingbäck; Niklas Lönnell; Henrik Weibull; Lars Hedenäs,https://www.nationalnyckeln.se/nationalnyckeln-till-sveriges-flora-och-fauna-aj-6-23-bladmossor-skoldmossor-blamossor-bryophyta-buxbaumia-leucobryum,,,print,2006-12-01,ArtDatabanken,Nationalnyckeln,,9789188506573,,,,,416,,sv-SE,,key; reference,Bryophyta,Buxbaumia - Leucobryum,"Europe, Northern",TRUE,species,,,,,,,,,,,,
B622,Bladmossor: Sköldmossor - blåmossor: Bryophyta: Buxbaumia - Leucobryum,Tomas Hallingbäck; Niklas Lönnell; Henrik Weibull; Lars Hedenäs,https://www.nationalnyckeln.se/bladmossor-skoldmossor-blamossor-bryophyta-buxbaumia-leucobryum-klot,,,print,2005-12-01,ArtDatabanken,Nationalnyckeln,,9789188506559,,,,,416,,sv-SE,,key; reference,Bryophyta,Buxbaumia - Leucobryum,"Europe, Northern",TRUE,species,,,,,,,,,,,,
B623,Mångfotingar: Myriapoda,Göran Andersson; Bjarne A Meidell; Ulf Scheller; Per Djursvoll; Ulf Gärdenfors; Graham Budd,https://www.nationalnyckeln.se/mangfotingar-myriapoda-klotband,,,print,2005-10-01,ArtDatabanken,Nationalnyckeln,,9789188506535,,,,,351,,sv-SE,,key; reference,Myriapoda,,"Europe, Northern",TRUE,species,,,,,,,,,,,,
B624,Stövsländor. Psocoptera,Bo W Svensson,https://www.nationalnyckeln.se/nationalnyckeln-till-sveriges-flora-och-fauna-cv-stovslandor-psocoptera,,,print,2010-05-25,ArtDatabanken,Nationalnyckeln,,9789188506689,,,,,204,,sv-SE,,key; reference,Psocoptera,,"Europe, Northern",TRUE,species,,,,,,,,,,,,
B625,Stövsländor. Psocoptera,Bo W Svensson,https://www.nationalnyckeln.se/nationalnyckeln-till-sveriges-flora-och-fauna-cv-stovslandor-psocoptera-1,,,print,2010-05-25,ArtDatabanken,Nationalnyckeln,,9789188506696,,,,,204,,sv-SE,,key; reference,Psocoptera,,"Europe, Northern",TRUE,species,,,,,,,,,,,,
B626,Skalbaggar: Långhorningar. Coleoptera: Cerambycidae,Bengt Ehnström,https://www.nationalnyckeln.se/nationalnyckeln-till-sveriges-flora-och-fauna-cy-91-skalbaggar-langhorningar-coleoptera-cerambycidae,,,print,2007-10-18,ArtDatabanken,Nationalnyckeln,,9789188506627,,,,,304,,sv-SE,,key; reference,Cerambycidae,,"Europe, Northern",TRUE,species,,,,,,,,,,,,
B627,Skalbaggar: Långhorningar. Coleoptera: Cerambycidae,Bengt Ehnström,https://www.nationalnyckeln.se/nationalnyckeln-till-sveriges-flora-och-fauna-cy-91-skalbaggar-langhorningar-coleoptera-cerambycidae-1,,,print,2007-10-23,ArtDatabanken,Nationalnyckeln,,9789188506634,,,,,304,,sv-SE,,key; reference,Cerambycidae,,"Europe, Northern",TRUE,species,,,,,,,,,,,,
B628,Steklar: Myror - getingar. Hymenoptera: Formicidae - Vespidae,Johan Abenius; Per Douwes; Urban Wahlstedt,https://www.nationalnyckeln.se/steklar-myror-getingar-hymenoptera-formicidae-vespidae,,,print,2012-05-23,ArtDatabanken,Nationalnyckeln,,9789188506788,,,,,382,,sv-SE,,key; reference,Formicidae; Vespidae; Scoliidae,,"Europe, Northern",TRUE,species,,,,,,,,,,,,
B629,Steklar: Myror - getingar. Hymenoptera: Formicidae - Vespidae,Johan Abenius; Per Douwes; Urban Wahlstedt,https://www.nationalnyckeln.se/steklar-myror-getingar-hymenoptera-formicidae-vespidae-1,,,print,2005-10-01,ArtDatabanken,Nationalnyckeln,,9789188506795,,,,,348,,sv-SE,,key; reference,Formicidae; Vespidae; Scoliidae,,"Europe, Northern",TRUE,species,,,,,,,,,,,,
B630,Fjärilar: Käkmalar - säckspinnare. Lepidoptera: Micropterigidae - Sychidae,Bengt Å Bengtsson; Göran Palmqvist,https://www.nationalnyckeln.se/nationalnyckeln-till-sveriges-flora-och-fauna-de-1-13-fjarilar-kakmalar-sackspinnare-lepidoptera-micropterigidae-psychidae,,,print,2008-08-01,ArtDatabanken,Nationalnyckeln,,9789188506610,,,,,646,,sv-SE,,key; reference,Lepidoptera,Micropterigidae - Sychidae,"Europe, Northern",TRUE,species,,,,,,,,,,,,
B631,Fjärilar: Käkmalar - säckspinnare: Lepidoptera: Micropterigidae - Psychidae,Bengt Å Bengtsson; Göran Palmqvist,https://www.nationalnyckeln.se/fjarilar-kakmalar-sackspinnare-lepidoptera-micropterigidae-psychidae,,,print,2008-07-01,ArtDatabanken,Nationalnyckeln,,9789188506603,,,,,646,,sv-SE,,key; reference,Lepidoptera,Micropterigidae - Sychidae,"Europe, Northern",TRUE,species,,,,,,,,,,,,
B632,Fjärilar: Bronsmalar - rullvingemalar. Lepidopetera: Roeslerstammidae - Lyoneti,Bengt Å Bengtsson,https://www.nationalnyckeln.se/fjarilar-bronsmalar-rullvingemalar-lepidopetera-roeslerstammidae-lyoneti,,,print,2011-09-02,ArtDatabanken,Nationalnyckeln,,9789188506771,,,,,494,,sv-SE,,key; reference,Lepidoptera,Roeslerstammidae - Lyoneti,"Europe, Sweden",TRUE,species,,,,,,,,,,,,
B633,Fjärilar: Bronsmalar - rullvingemalar. Lepidoptera: Roesslerstammidae - Lyoneti,Bengt Å Bengtsson,https://www.nationalnyckeln.se/fjarilar-bronsmalar-rullvingemalar-lepidoptera-roesslerstammidae-lyoneti,,,print,2011-09-19,ArtDatabanken,Nationalnyckeln,,9789188506764,,,,,494,,sv-SE,,key; reference,Lepidoptera,Roeslerstammidae - Lyoneti,"Europe, Sweden",TRUE,species,,,,,,,,,,,,
B634,Fjärilar: Dagfjärilar: Hesperiidae - Nymphalidae,Claes U Eliasson; Nils Ryrholm; Ulf Gärdenfors,https://www.nationalnyckeln.se/fjarilar-dagfjarilar-hesperiidae-nymphalidae-klotband,,,print,2005-04-01,ArtDatabanken,Nationalnyckeln,,9789188506511,,,,,407,,sv-SE,,key; reference,Hesperiidae; Papilionidae; Pieridae; Riodinidae; Lycaenidae; Nymphalidae,,"Europe, Northern",TRUE,species,,,,,,,,,,,,
B635,Fjärilar: Dagfjärilar: Hesperiidae - Nymphalidae,Claes U Eliasson; Nils Ryrholm; Ulf Gärdenfors,https://www.nationalnyckeln.se/fjarilar-dagfjarilar-hesperiidae-nymphalidae-skinnband,,,print,2005-04-01,ArtDatabanken,Nationalnyckeln,,9789188506542,,,,,407,,sv-SE,,key; reference,Hesperiidae; Papilionidae; Pieridae; Riodinidae; Lycaenidae; Nymphalidae,,"Europe, Northern",TRUE,species,,,,,,,,,,,,
B636,Fjärilar: Ädelspinnare - tofsspinnare. Lepidoptera: Lasiocampidae - Lymantriidae,Nils Hydén; Markus Franzén; Håkan Elmqvist,https://www.nationalnyckeln.se/nationalnyckeln-till-sveriges-flora-och-fauna-de-55-63-fjarilar-adelspinnare-tofsspinnare-lepidoptera-lasiocampidae-lymantriidae,,,print,2007-02-01,ArtDatabanken,Nationalnyckeln,,9789188506580,,,,,480,,sv-SE,,key; reference,Lepidoptera,Lasiocampidae - Lymantriidae,"Europe, Northern",TRUE,species,,,,,,,,,,,,
B637,Tvåvingar: Blomflugor. Diptera: Syrphidae: Syrphinae,Hans Bartsch,https://www.nationalnyckeln.se/tvavingar-blomflugor-diptera-syrphidae-syrphinae-skinnband,,,print,2009-07-24,ArtDatabanken,Nationalnyckeln,,9789188506672,,,,,406,,sv-SE,,key; reference,Syrphinae,,"Europe, Northern",TRUE,species,,,,,,,,,,,,
B638,Tvåvingar: Blomflugor. Diptera: Syrphidae: Syrphinae,Hans Bartsch,https://www.nationalnyckeln.se/tvavingar-blomflugor-diptera-syrphidae-syrphinae,,,print,2009-08-03,ArtDatabanken,Nationalnyckeln,,9789188506665,,,,,406,,sv-SE,,key; reference,Syrphinae,,"Europe, Northern",TRUE,species,,,,,,,,,,,,
B639,Tvåvingar: Blomflugor. Diptera: Syrphidae: Eristalinae & Microdontinae,Hans Bartsch,https://www.nationalnyckeln.se/tvavingar-blomflugor-diptera-erisalinae-microdontinae-klotband,,,print,2009-12-15,ArtDatabanken,Nationalnyckeln,,9789188506702,,,,,,,sv-SE,,key; reference,Eristalinae; Microdontinae,,"Europe, Northern",TRUE,species,,,,,,,,,,,,
B640,Tvåvingar: Blomflugor. Diptera: Syrphidae: Eristalinae & Microdontinae,Hans Bartsch,https://www.nationalnyckeln.se/tvavingar-blomflugor-diptera-erisalinae-microdontinae-skinnband,,,print,2010-01-08,ArtDatabanken,Nationalnyckeln,,9789188506719,,,,,,,sv-SE,,key; reference,Eristalinae; Microdontinae,,"Europe, Northern",TRUE,species,,,,,,,,,,,,
B641,Blötdjur: Sidopalpssnäckor - taggsäcksnäckor. Mollusca: Cimidae - Asperspinidae,Kennet Lundin; Klas Malmberg; Fredrik Pleijel,https://www.nationalnyckeln.se/blotdjur-sidopalpssnackor-taggsacksnackor,,,print,2021-03-24,ArtDatabanken,Nationalnyckeln,,9789187853616,,,,,352,,sv-SE,,key; reference,Mollusca,Cimidae - Asperspinidae,"Europe, Sweden",TRUE,species,,,,,,,,,,,,
B642,Blötdjur: Sidopalpssnäckor - taggsäcksnäckor. Mollusca: Cimidae - Asperspinidae,Kennet Lundin; Klas Malmberg; Fredrik Pleijel,https://www.nationalnyckeln.se/blotdjur-sidopalpssnackor-taggsacksnackor-skinn,,,print,2021-03-24,ArtDatabanken,Nationalnyckeln,,9789187853623,,,,,352,,sv-SE,,key; reference,Mollusca,Cimidae - Asperspinidae,"Europe, Sweden",TRUE,species,,,,,,,,,,,,
B643,Stjärnmaskar - slemmaskar. Sipuncula - Nemertea,Malin Strand; Per Sundberg,https://www.nationalnyckeln.se/nationalnyckeln-till-sveriges-flora-och-fauna-do-dp-stjarnmaskar-slemmaskar-sipuncula-nemertea-klotband,,,print,2010-09-28,ArtDatabanken,Nationalnyckeln,,9789188506726,,,,,188,,sv-SE,,key; reference,Sipuncula; Nemertea,,"Europe, Sweden",TRUE,species,,,,,,,,,,,,
B644,Stjärnmaskar - slemmaskar. Sipuncula - Nemertea,Malin Strand; Per Sundberg,https://www.nationalnyckeln.se/nationalnyckeln-till-sveriges-flora-och-fauna-do-dp-stjarnmaskar-slemmaskar-sipuncula-nemertea-skinnband,,,print,2010-09-28,ArtDatabanken,Nationalnyckeln,,9789188506733,,,,,188,,sv-SE,,key; reference,Sipuncula; Nemertea,,"Europe, Sweden",TRUE,species,,,,,,,,,,,,
B645,Ringmaskar: Havsborstmaskar. Annelida: Polychaeta: Aciculata,Arne Nygren; Fredrik Pleijel,https://www.nationalnyckeln.se/ringmaskar-havsborstmaskar-annelida-polychaeta-aciculta,,,print,2018-04-27,ArtDatabanken,Nationalnyckeln,,9789187853326,,,,,384,,sv-SE,,key; reference,Aciculata,,"Europe, Sweden",TRUE,species,,,,,,,,,,,,
B646,Ringmaskar: Havsborstmaskar. Annelida: Polychaeta: Aciculata,Arne Nygren; Fredrik Pleijel,https://www.nationalnyckeln.se/ringmaskar-havsborstmaskar-aciculata-klotband,,,print,2018-04-19,ArtDatabanken,Nationalnyckeln,,9789187853319,,,,,384,,sv-SE,,key; reference,Aciculata,,"Europe, Sweden",TRUE,species,,,,,,,,,,,,
B647,Tagghudingar - svalgsträngsdjur. Echinodermata - Hemichordata,Hans G Hansson; Tomas Cedhagen; Malin Strand,https://www.nationalnyckeln.se/tagghudingar-svalgstrangsdjur-echinodermata-hemichordata-1,,,print,2013-12-02,ArtDatabanken,Nationalnyckeln,,9789188506825,,,,,270,,sv-SE,,key; reference,Hemichordata,,"Europe, Sweden",TRUE,species,,,,,,,,,,,,
B648,Tagghudingar - svalgsträngsdjur: Echinodermata - Hemichordata,Hans G Hansson; Tomas Cedhagen; Malin Strand,https://www.nationalnyckeln.se/tagghudingar-svalgstrangsdjur-echinodermata-hemichordata,,,print,2013-12-02,ArtDatabanken,Nationalnyckeln,,9789188506832,,,,,270,,sv-SE,,key; reference,Hemichordata,,"Europe, Sweden",TRUE,species,,,,,,,,,,,,
B649,Ryggsträngsdjur: Lansettfiskar - broskfiskar. Chordata: Branchiostomatidae - Chondrichthyes,Sven O Kullander; Thomas Stach; Hans G Hansson; Bo Delling; Henning Blom,https://www.nationalnyckeln.se/ryggstrangsdjur-lansettfiskar-broskfiskar-chordata-branchiostomatidae-chondrichthyes,,,print,2011-05-25,ArtDatabanken,Nationalnyckeln,,9789188506740,,,,,327,,sv-SE,,key; reference,Branchiostomatidae; Tunicata; Petromyzontidae; Chondrichthyes,,"Europe, Sweden",TRUE,species,,,,,,,,,,,,
B650,Ryggsträngsdjur: Lansettfiskar - broskfiskar. Chordata: Branchiostomatidae - Chondrichthyes,Sven O Kullander; Thomas Stach; Hans G Hansson; Bo Delling; Henning Blom,https://www.nationalnyckeln.se/ryggstrangsdjur-lansettfiskar-broskfiskar-chordata-branchiostomatidae-cho,,,print,2011-05-25,ArtDatabanken,Nationalnyckeln,,9789188506757,,,,,327,,sv-SE,,key; reference,Branchiostomatidae; Tunicata; Petromyzontidae; Chondrichthyes,,"Europe, Sweden",TRUE,species,,,,,,,,,,,,
B651,Ryggsträngsdjur: Strålfeniga fiskar. Chordata: Actinopterygii,Sven O Kullander; Bo Delling,https://www.nationalnyckeln.se/ryggstrangsdjur-stralfeniga-fiskar-1,,,print,2012-09-24,ArtDatabanken,Nationalnyckeln,,9789188506818,,,,,517,,sv-SE,,key; reference,Actinopterygii,,"Europe, Sweden",TRUE,species,,,,,,,,,,,,
B652,Ryggsträngsdjur: Strålfeniga fiskar. Chordata: Actinopterygii,Sven O Kullander; Bo Delling,https://www.nationalnyckeln.se/ryggstrangsdjur-stralfeniga-fiskar,,,print,2012-09-24,ArtDatabanken,Nationalnyckeln,,9789188506801,,,,,517,,sv-SE,,key; reference,Actinopterygii,,"Europe, Sweden",TRUE,species,,,,,,,,,,,,
B653,Fältnyckeln. Dagfjärilar,Claes U Eliasson,https://www.nationalnyckeln.se/faltnyckeln-dagfjarilar,,,print,2006-07-01,ArtDatabanken,Nationalnyckeln,,9789188506320,,,,,72,,sv-SE,,key; reference,Hesperiidae; Papilionidae; Pieridae; Riodinidae; Lycaenidae; Nymphalidae,,"Europe, Sweden",TRUE,species,,,,,,,,,,,,
B654,Fältnyckeln. Mångfotingar,Mats W Petterson,https://www.nationalnyckeln.se/faltnyckeln-mangfotingar,,,print,2007-03-01,ArtDatabanken,Nationalnyckeln,,9789188506344,,,,,57,,sv-SE,,key; reference,Myriapoda,,"Europe, Sweden",TRUE,species,,,,,,,,,,,,
B655,Insektsgnag i bark och ved,Bengt Ehnström,https://www.nationalnyckeln.se/insektsgnag-i-bark-och-ved,,,print,2002-06-01,ArtDatabanken,Nationalnyckeln,,9789188506269,,,,,512,,sv-SE,,key; reference,Insecta,in bark and wood,"Europe, Sweden",,species,,,,,,,,,,,,
B656,The Order Dermaptera (Earwigs) in Florida and the United States,P M Choate,,http://entnemdept.ufl.edu/choate/dermaptera.pdf,,online,2001,,,,,,,,,8,,en-US,,key,Dermaptera,,"America, USA",TRUE,family,,,,,,,,,,,,
