name,id,qid,display_name,full_names,duplicate_of
Kurt K Günther,A443,,Kurt K Günther,,
Hannes Günther,A444,,Hannes Günther,,
Robert A Haack,A445,,Robert A Haack,,
Ton van Haaren,A446,,Ton van Haaren,,
A C Jensen-Haarup,A447,Q4753747,Anders Christian Jensen-Haarup,,
Mike Hackston,A448,,Mike Hackston,,
M El-Haddad,A449,Q56600584,Mustapha El-Haddad,,
Jiří Hadrava,A450,Q57235852,Jiří Hadrava,,
Jean-Paul Haenni,A451,Q26238712,Jean-Paul Haenni,,
Krister Hall,A452,,Krister Hall,,
Ragnar Hall,A453,,Ragnar Hall,,
Grace Hall,A454,Q113468380,Grace Hall,,
Tomas Hallingbäck,A455,Q21514578,Tomas Hallingbäck,,
David G H Halstead,A456,Q107631488,David Gordon Howarth Halstead,,
Povl Hammer,A457,,Povl Hammer,,
Peter M Hammond,A458,Q22109768,Peter Michael Hammond,,
Lubomír Hanel,A459,Q95107257,Lubomír Hanel,,
Jana Hanelová,A460,,Jana Hanelová,,
Victor Hansen,A461,Q13512849,Victor Hansen,Victor Georg Hansen,
Hans G Hansson,A462,Q5789167,Hans G Hansson,,
Christer Hansson,A463,Q21389290,Christer Hansson,,
Hervé Harant,A464,Q45723689,Hervé Harant,,
Merel M van Haren,A465,Q22105999,Merel M van Haren,,
Charles Arthur Hart,A466,Q55043252,Charles Arthur Hart,,
Eric Hartgers,A467,,Eric Hartgers,,
C den Hartog,A1403,Q2997500,Cornelis den Hartog,Kees den Hartog,
Anne Hastings,A468,,Anne Hastings,,
Erling Hauge,A469,Q17096330,Erling Hauge,,
Martin Hauser,A470,Q21393550,Martin Hauser,,
Rense Haveman,A471,Q26714410,Rense Haveman,,
D L Hawksworth,A472,Q2531664,David Leslie Hawksworth,,
Robert J Heckford,A473,,Robert J Heckford,,
Lars Hedenäs,A474,Q21339265,Lars Hedenäs,,
Karl-Johan Hedqvist,A475,Q21391005,Karl-Johan Hedqvist,,
Adrie van Heerden,A476,,Adrie van Heerden,,
Erik Heibo,A477,Q40764721,Erik Heibo,,
Andreas von der Heide,A478,,Andreas von der Heide,,
Ole E Heie,A479,Q52382215,Ole Engel Heie,,
Theodoor Heijerman,A480,Q55229335,Theodoor Heijerman,,
Ernst Heiss,A481,Q21393489,Ernst Heiss,,
Wijnand R B Heitmans,A482,Q47478389,Wijnand R B Heitmans,,
Hans Hendrickx,A483,,Hans Hendrickx,,
K Henriksen,A484,,K Henriksen,,
Raimond Hensen,A485,,Raimond Hensen,,
Jean-Laurent Hentz,A486,Q75170825,Jean-Laurent Hentz,,
Jelger Herder,A487,,Jelger Herder,,
Mike Hermann,A488,Q107672664,Mike Hermann,,
D Hermes,A489,,Dik Hermes,Dik J Hermes,
Pilar Herrero,A490,Q21339691,Pilar Herrero,,
Jon L Herring,A491,Q21393976,Jon L Herring,,
Benno Herting,A492,Q55046317,Benno Wilhelm Herting,,
Hendrik Heukels,A493,Q13724262,Hendrik Heukels,,
Christa Heyting,A494,,Christa Heyting,,
Nicolás Pérez Hidalgo,A495,Q21388702,Nicolás Pérez Hidalgo,,
Walter Douglas Hincks,A496,Q18242576,Walter Douglas Hincks,,
Heikki Hippa,A497,Q14866891,Heikki Hippa,,
M Hodda,A498,,M Hodda,,
Ian David Hodkinson,A499,Q21388307,Ian David Hodkinson,,
René Hoess,A500,Q73515790,René Hoess,,
Augustin Hoffer,A501,Q55048503,Augustin Hoffer,,
Kevin M Hoffman,A502,,Kevin M Hoffman,,
Adolphe Hoffmann,A503,Q21341157,Adolphe Hoffmann,,
Trond Hofsvang,A504,,Trond Hofsvang,,
Willem Hogenes,A505,Q21340426,Willem Hogenes,,
Håkan Holien,A506,,Håkan Holien,,
Mogens Holmen,A507,Q115814865,Mogens Holmen,,
Göran Holmström,A508,,Göran Holmström,,
Knud Th Holst,A509,,Knud Thestesen Holst,,
W J Holverda,A510,,W J Holverda,,
Geerit Houtman,A511,,Geerit Houtman,,
P H Hovenkamp,A512,Q18985589,Peter Hans Hovenkamp,,
Milan Hradský,A513,,Milan Hradský,,
C Huber,A514,,C Huber,,
T Huddleston,A515,Q22112145,Trevor Huddleston,,
Kevin Huguenin,A516,,Kevin Huguenin,,
Frank Montgomery Hull,A517,Q27926165,Frank Montgomery Hull,,
U H Humpesch,A518,Q101113057,Uwe H Humpesch,,
Anthony Michael Hutson,A519,,Anthony Michael Hutson,,
Nils Hydén,A520,,Nils Hydén,,
Sectie Hymenoptera,A521,,Sectie Hymenoptera,,
Max Hächler,A522,,Max Hächler,,
Ambros Hänggi,A523,Q27440701,Ambros Hänggi,,
Sigmund Hågvar,A524,Q12000345,Sigmund Hågvar,,
R Hørring,A525,Q106718698,Richard Hørring,,
Pedro Membiela Iglesia,A526,,Pedro Membiela Iglesia,,
Eva Infiesta,A527,,Eva Infiesta,,
Tadashi Ishikawa,A528,Q22111716,Tadashi Ishikawa,石川　忠,
Carlos Pérez-Iñigo,A529,Q106111825,Carlos Pérez-Iñigo,,
Hans-Joachim Jacobs,A530,Q107673353,Hans-Joachim Jacobs,,
Pavel Jakubec,A531,Q41494888,Pavel Jakubec,,
Leo M Jalink,A532,,Leo M Jalink,,
Trevor James,A533,,Trevor James,,
R Ph Jansen,A534,,R Ph Jansen,,
E A Jansen,A535,,E A Jansen,,
Pieter Jansen,A536,Q6075604,Pieter Jansen,Piet Jansen,
Martien Janssen,A537,,Martien Janssen,,
A W Janssen,A538,,Adrie Willem Janssen,Adrianus Willem Janssen,
Maik Janssen,A539,,Maik Janssen,,
Frans Janssens,A540,Q55729852,Frans Janssens,,
René Jeannel,A541,Q933991,René Jeannel,,
Eduard Jendek,A542,Q21391666,Eduard Jendek,,
Kathe R Jensen,A543,Q21394076,Kathe R Jensen,,
Ad S Jensen,A544,Q5881839,Adolf Severin Jensen,,
M. Jeppson; M Jeppson,A545,Q36627800,Mikael Jeppson,,
J Jeppson,A546,,J Jeppson,,
Leslie Jessop,A547,,Leslie Jessop,,
Mengjie Jin,A548,,Mengjie Jin,,
Edvin W Johannesen,A549,Q36546314,Edvin W Johannesen,,
Niklas Johansson,A550,Q26831313,Niklas Johansson,,
Colin Johnson,A551,Q22110691,Colin Johnson,,
Dick Jones,A552,,Dick Jones,,
Trevor Jones,A553,,Trevor Jones,,
Herman de Jong,A554,Q105980439,Herman de Jong,,
Johnny de Jong,A555,Q133519162,Johnny de Jong,,
Kris Joosten,A556,,Kris Joosten,,
Karl Hermann Christian Jordan,A557,Q6371954,Karl Hermann Christian Jordan,,
Rafael Jordana,A558,Q21339046,Rafael Jordana,,
Séverin Jouveau,A559,Q53499605,Séverin Jouveau,,
Charles Joyeux,A560,Q47119769,Charles Joyeux,,
Avelinah Julius,A561,Q26714300,Avelinah Julius,,
Sunghoon Jung,A562,Q21390285,Sunghoon Jung,,
H F E Jungersen,A563,Q4534527,Hector Frederik Estrup Jungersen,,
Luis Felipe López-Jurado,A564,Q37482196,Luis Felipe López-Jurado,,
Lavrids Jørgenson,A565,,Lavrids Jørgenson,,
Ibrahim K Kaddou,A566,,Ibrahim K Kaddou,,
Jere Kahanpää,A567,Q28322508,Jere Kahanpää,,
Vincent Kalkman; Vincent J Kalkman,A568,Q21076311,Vincent J Kalkman,,
Elena Petrovna Kameneva,A569,Q23661092,Elena Petrovna Kameneva,Олена Петрівна Каменєва,
Yuuki Kamite,A570,Q27588529,Yuuki Kamite,上手雄貴,
Niko Kasalo,A571,Q112864671,Niko Kasalo,,
Julia Kasper,A572,Q62856012,Julia Kasper,,
R J M van Kats,A573,,Ruud J M van Kats,,
Gülay Kaçar,A574,,Gülay Kaçar,,
Christian Kehlmaier,A575,Q21339086,Christian Kehlmaier,,
Wilbert Kerkhof,A576,Q112972390,Wilbert Kerkhof,,
G J Kerrich,A577,Q55059292,Geoffrey John Kerrich,,
Mike Kerry,A578,,Mike Kerry,,
Jan Kersten,A579,,Jan Kersten,,
Izyaslav M Kerzhner,A580,Q4219576,Izyaslav Moiseevich Kerzhner,Изяслав Моисеевич Кержнер,
Stef Keulen,A581,,Stef Keulen,,
Fares Khoury,A582,Q48022508,Fares Khoury,,
L N Kidd,A583,,Leonard N Kidd,,
Jean-Jacques Kieffer,A584,Q4695,Jean-Jacques Kieffer,,
Junggon Kim,A585,Q21389761,Jung-Gon Kim,,
Douglas Eric Kimmins,A586,Q17048151,Douglas Eric Kimmins,,
Lynn Kimsey,A587,Q3819010,Lynn Kimsey,,
Arthur Kirchhofer,A588,,Arthur Kirchhofer,,
J B Kirkegaard,A589,,J B Kirkegaard,,
W F Klein,A590,,Wim F Klein,,
Martina Klein,A591,,Martina Klein,,
Roy M J C Kleukers; Roy Kleukers,A592,Q107564552,Roy Kleukers,,
Sędzimir Maciej Klimaszewski,A593,Q9352970,Sędzimir Maciej Klimaszewski,,
George Sydeny Kloet,A594,,George Sidney Kloet,,
A Klöcker,A595,Q21517607,Albert Klöcker,Albert Kløcker,
Petr Kment,A596,Q22109901,Petr Kment,,
Thomas Knebelsberger,A597,,Thomas Knebelsberger,,
Gerhard Kneitz,A598,Q20872202,Gerhard Kneitz,,
Sandra Knispel,A599,,Sandra Knispel,,
Yosio Kobayasi,A600,Q18341957,Yosio Kobayasi,小林義雄,
Sverre Kobro,A601,,Sverre Kobro,,
René Koehler,A602,Q3170540,René Koehler,Jean Baptiste François René Koehler,
Huib Koel,A603,,Huib Koel,,
K Koelman,A604,,K Koelman,,
Bram Koese,A605,,Bram Koese,,
Levente-Péter Kolcsár,A606,Q21390151,Levente-Péter Kolcsár,,
Henk-Jan van der Kolk,A607,Q88856684,Henk-Jan van der Kolk,,
B C Kondratieff,A608,Q21337717,Boris C Kondratieff,,
Alexander S Konstantinov,A609,Q20047229,Alexander S Konstantinov,,
Jacob Koopman,A610,Q21517723,Jacob Koopman,,
Roelof Jan Koops,A611,,Roelof Jan Koops,,
Valery Korneyev,A612,Q21340963,Valery Korneyev,,
Keith Korsmeyer,A613,Q57884550,Keith E Korsmeyer,,
Martijn Kos,A614,,Martijn Kos,,
A Koster,A615,Q112972426,Arie Koster,,
Katarzyna Koszela,A616,Q110737926,Katarzyna Koszela,,
M Kosztarab,A617,Q1119770,Mihály Kosztarab,Michael Kosztarab,
Alexey V Kovalev,A618,,Alexey V Kovalev,,
Marcelo Kovačić,A619,,Marcelo Kovačić,,
F Kozár,A620,Q16521346,Ferenc Kozár,,
Katja Kramp,A621,Q28399330,Katja Kramp,,
P L Kramp,A622,Q7151956,Paul Lassenius Kramp,Paul Torben Lassenius Kramp,
Jan Kranenbarg,A623,,Jan Kranenbarg,,
Werner Krause,A624,Q21513409,Werner Krause,,
Anne Krediet,A625,,Anne F Krediet,,
Barbara-Amina Gereben-Krenn,A626,Q112972463,Barbara-Amina Gereben-Krenn,,
Harald W Krenn,A627,Q14183812,Harald W Krenn,,
C A J Kreutz,A628,Q5753314,Carolus Adrianus Johannes Kreutz,Karel Kreutz,
Kees van der Krieke,A629,,Kees van der Krieke,,
Olger Krischan,A630,,Olger Krischan,,
Nina Pavlovna Krivosheina,A631,Q21341724,Nina Pavlovna Krivosheina,Нина Павловна Кривошеина,
Thomas Kroon,A632,,Thomas Kroon,,
Christian Kropf,A633,Q25441430,Christian Kropf,,
Arp Kruithof,A634,,Arp Kruithof,,
G Kruseman,A635,Q2898531,Gideon Kruseman,,
Wiesław Krzemiński,A636,Q21391946,Wiesław Krzemiński,,
W J Kuijper,A637,,Willem J Kuijper,,
J G J Kuiper,A638,Q2590958,Johannes Gijsbertus Jacobus Kuiper,Hans Kuiper,
Sven O Kullander,A639,Q3102016,Sven Oscar Kullander,,
Andrej Kunca,A640,,Andrej Kunca,,
Peter X Kunz,A641,,Peter X Kunz,,
Jan T Kuper,A642,,Jan T Kuper,,
N V Kurzenko,A643,,Nikolaj Vladimirovič Kurzenko,,
H Kutter,A644,Q21339244,Heinrich Kutter,,
Manja Kwak,A645,Q107631572,Manja Marion Kwak,,
Stefan von Kéler,A646,Q2338038,Stefan von Kéler,Stefan Kéler,
Jean Lacourt,A647,,Jean Lacourt,,
A W Lacourt,A1402,Q134071108,A W Lacourt,,
Tristan Lafranchis,A648,,Tristan Lafranchis,,
Dries Laget,A649,,Dries Laget,,
Naomi Lambrikx,A650,,Naomi Lambrikx,,
G Lampel,A651,,Gerolf Lampel,Gerolf Christian Lampel,
Peter Landolt,A652,Q96200383,Peter Landolt,,
R P Lane,A653,,Richard P Lane,,
Peter de Lange,A654,Q21389219,Peter de Lange,,
Marie-Claude Larivière,A655,Q21339329,Marie-Claude Larivière,,
Artur Larsson,A656,,Artur Larsson,,
Sv G Larsson,A657,Q55064306,Sven Gisle Larsson,,
Henri Launay,A658,,Henri Launay,,
Robert J Lavigne,A659,Q29001181,Robert J Lavigne,,
Thomas Lebard,A660,,Thomas Lebard,,
Claude Lebas,A661,Q122715731,Claude Lebas,,
Régine Vignes-Lebbe,A662,Q53500632,Régine Vignes-Lebbe,,
Jean Leclercq; Jean Leclerq,A663,Q111460967,Jean Leclercq,,
Seunghwan Lee,A664,Q21391580,Seunghwan Lee,,
Willem Marius Docters van Leeuwen,A665,Q2063732,Willem Marius Docters van Leeuwen,,
Jan van Leeuwen,A666,,Jan van Leeuwen,,
Virgilius Lefeber,A667,Q107541459,Broeder Virgilius Lefeber,Ben Lefeber,
Gerald Legg,A668,Q125389401,Gerald Legg,,
Laurens J J M van der Leij,A669,,Laurens J J M van der Leij,,
Arkadiy Stepanovitch Lelej; Arkady S Lelej,A670,Q21073943,Arkady Stepanovich Lelej,Аркадий Степанович Лелей; Arkadij Stepanovič Lelej; Arkadiĭ Stepanovich Leleĭ,
Cate Lemann,A671,,Cate Lemann,,
Roel Lemmens,A672,,Roel Lemmens,,
Kees Lems,A1408,,Kees Lems,,
Inge van Lente,A673,,Inge van Lente,,
Patrice Leraut,A674,Q16669144,Patrice Leraut,,
Rich A B Leschen,A675,Q22109237,Richard A B Leschen,,
Brian Levey,A676,Q22106476,Brian Levey,,
Richard Lewington,A677,Q7327364,Richard Lewington,,
Tomás Munilla León,A678,Q22113393,Tomás Munilla León,Tomás Munilla,
Ze-Jian Li,A679,Q21388409,Ze-Jian Li,,
Nederlandse Verening voor Libellenstudie,A680,,Nederlandse Vereniging voor Libellenstudie,,
Charles Lienhard,A681,Q21341705,Charles Lienhard,,
Carl H Lindroth,A682,Q5957868,Carl Hildebrand Lindroth,,
Anders Lindström,A683,Q39186524,Anders Lindström,,
Steven Wayne Lingafelter,A684,Q21337790,Steven Wayne Lingafelter,,
Walter Linsenmaier,A685,Q122444,Walter Linsenmaier,,
Mario Lippuner,A686,,Mario Lippuner,,
Andrew D Liston; Andrew Liston,A687,Q28563676,Andrew Liston,,
Jan Pieter van Lith,A688,Q55065042,Jan Pieter van Lith,,
Meng-Meng Liu,A689,Q21388414,Meng-Meng Liu,,
Håkan Ljungberg,A690,,Håkan Ljungberg,,
Koen Lock,A691,,Koen Lock,,
Valery M Loktionov,A692,Q21393793,Valery Mikhailovich Loktionov,Валерий Михайлович Локтионов; Valerij Michajlovič Loktionov,
O Lomholdt,A693,Q55065122,Ole Lomholdt,,
A J van Loon; André van Loon,A694,,André J van Loon,,
Anne Jan Loonstra,A695,,Anne Jan Loonstra,,
Massimo Lopresti,A696,,Massimo Lopresti,,
Thibault Lorin,A697,Q113628278,Thibault Lorin,,
Derek A Lott,A698,Q107387177,Derek A Lott,,
Alain Louveaux,A699,,Alain Louveaux,,
J K Lowry,A700,,J K Lowry,,
Verena Lubini,A701,Q21394170,Verena Lubini,,
William John Lucas,A702,Q47003954,William John Lucas,,
Jan Lucas,A1409,Q134236124,Jan Lucas,Johannes Antonius Wilhelmus Lucas,
María José Luciañez,A703,,María José Luciañez,Lucas,
Martin L Luff,A704,,Martin L Luff,,
Henryk Luka,A705,Q114240064,Henryk Luka,,
Klaus Lunau,A706,Q1422593,Klaus Lunau,,
Elise Wesenberg-Lund,A707,Q21339286,Elise Wesenberg-Lund,,
Kennet Lundin,A708,Q5967079,Kennet Lundin,,
Roland Lupoli,A709,Q27058134,Roland Lupoli,,
Leif Lyneborg,A710,Q22102498,Leif Lyneborg,,
Pavel Láska,A711,Q55626769,Pavel Láska,,
Eduardo López,A712,Q45945666,Eduardo López,,
María José López,A713,Q124424712,María José López,María José López Fernández,
Niklas Lönnell,A714,Q59604545,Niklas Lönnell,,
Astrid Løken,A715,Q1794758,Astrid Løken,,
Jørgen G Lützen,A716,,Jørgen G Lützen,,
A A Mabelis,A717,,Abraham A Mabelis,Bram Mabelis,
Ian MacGowan; Iain MacGowan,A718,Q21395759,Iain MacGowan,,
T T Macan,A719,Q18737227,Thomas Townley Macan,,
Dirk Maes,A720,Q25802815,Dirk Maes,,
Kaoru Maeto,A721,Q21393225,Kaoru Maeto,,
Karl N Magnacca,A722,Q21337823,Karl N Magnacca,,
Alain Maibach,A723,Q99307854,Alain Maibach,,
Peter S Maitland,A724,,Peter S Maitland,,
Kirill V Makarow,A725,Q54696725,Kirill Vladimirovich Makarov,Кирилл Владимирович Макаров,
Klas Malmberg,A726,Q87453266,Klas Malmberg,,
J Maltbæk,A727,,J Maltbæk,,
K H Mann,A1406,Q20712030,Kenneth Henry Mann,,
Beth Mantle,A728,,Beth Mantle,,
Renata Santos e Ernestino Maravalhas,A729,,Renata Santos e Ernestino Maravalhas,,
Paul Marchesi,A730,,Paul Marchesi,,
Tamar Marcus,A731,Q47525149,Tamar Marcus,,
Ernst Marcus,A732,Q15300532,Ernst Marcus,Ernst Gustav Gotthelf Marcus,
W Marggi,A733,,W Marggi,,
Jan W M Marijnissen,A734,,Jan W M Marijnissen,,
"Jose Antonio Marin
Fernandes",A735,Q21390355,José Antônio Marin Fernandes,,
Jane E Marshall,A736,Q22109756,Jane E Marshall,,
Judith Marshall,A737,Q21055949,Judith Marshall,,
Stephen A Marshall,A738,,Stephen A Marshall,,
Gilles San Martin,A739,Q88344397,Gilles San Martin,,
Michel Martinez,A740,Q3310302,Michel Martinez,,
Christian Marty,A741,Q22113768,Christian Marty,,
Guillermo San Martín,A742,Q21338901,Guillermo San Martín,,
Alejandro Martínez,A743,Q25802925,Alejandro Martínez,,
Franco Mason,A744,Q131169700,Franco Mason,,
María Paz Martín Mateo,A745,,María Paz Martín Mateo,,
Loïc Matile,A746,Q6694706,Loïc Matile,,
S Matsumura,A747,Q11104508,Shonen Matsumura,松村松年,
Peter Frederick Mattingly,A748,,Peter Frederick Mattingly,,
Volker Mauss,A749,Q25443957,Volker Mauss,,
Sławomir Mazur,A750,Q51036986,Sławomir Mazur,,
Libor Mazánek,A751,Q95381383,Libor Mazánek,,
J McQuart,A752,,J McQuart,,
Gleb Sergeevič Medvedev,A753,Q4287277,Gleb Sergeevič Medvedev,,
Frank van der Meer,A754,,Frank van der Meer,,
Bjarne A Meidell,A755,,Bjarne Andreas‏ Meidell,,
Rudolf Meier,A756,Q30078513,Rudolf Meier,,
W Meier,A757,,Walter Meier,,
Ruud van der Meijden,A758,Q2006003,Ruud van der Meijden,,
T Meijer,A759,,Tom Meijer,,
Mark Meijrink,A760,,Mark Meijrink,,
R D Meikle,A761,Q1309063,Robert Desmond Meikle,,
Thydsen Meinertz; N Thydsen Meinertz,A762,Q76448815,N Thydsen Meinertz,,
Valentín Pérez-Mellado,A763,Q51180248,Valentín Pérez-Mellado,,
Anna Soler-Membrives,A764,Q21391167,Anna Soler-Membrives,,
Arnold S. Menke,A765,Q21338321,Arnold Stephan Menke,Arnold Stephan Ernst‏ Menke,
Thomas Menut,A766,Q107728834,Thomas Menut,,
L Mercken,A767,,Luc Mercken,,
Bernhard Merz,A768,Q30106361,Bernhard Merz,Bernhard Felix Merz,
Ron Mes,A769,,Ron Mes,,
Henk Meuffels; H J G Meuffels; Henk J G Meuffels,A770,Q21393443,Henk Meuffels,Hendrikus Josephus Gerardus Meuffels,
Jason Meyer,A771,,Jason Meyer,,
Andreas Meyer,A772,Q119451031,Andreas Meyer,,
Adriaan W Gmelig Meyling,A773,Q111845657,Adriaan W Gmelig Meyling,,
Denis Michez,A774,Q26849322,Denis Michez,,
Łukasz Mielczarek,A775,Q128201220,Łukasz Mielczarek,,
Elizabeth Miller,A776,,Elizabeth Miller,,
Alessandro Minelli,A777,Q16121927,Alessandro Minelli,,
Elvira Mingo,A778,,Elvira Mingo,Elvira Mingo Pérez,
P A Mitchell,A779,,P A Mitchell,,
Ad Mol,A780,,Ad Mol,,
Marco Molfini,A781,,Marco Molfini,,
Victor Jose Monserrat,A782,Q27922267,Víctor José Monserrat,Víctor José Monserrat Montoya,
Eva Monteiro,A783,,Eva Monteiro,,
Albert Montori,A784,Q21339739,Albert Montori,,
Juan Moreira,A785,Q22106681,Juan Moreira,,
Antonio Vives Moreno,A786,Q22104798,Antonio Vives Moreno,,
D Morgan,A787,,David Morgan,,
E Morgulis,A788,Q21394219,Elizabeth Morgulis,,
David Morichon,A789,,David Morichon,,
G D Morison,A790,Q55068681,Guy Donald Morison,,
Micheal G Morris,A791,,Micheal G Morris,,
Chris Morse,A792,Q113712241,Chris Morse,,
Th Mortensen,A793,Q5994625,Theodor Mortensen,Ole Theodor Jensen Mortensen,
Gerd Müller-Motzfeld,A794,Q1510696,Gerd Müller-Motzfeld,,
Pierre Moulet,A795,Q21338217,Pierre Moulet,,
Laurence Alfred Mound,A796,Q21045173,Laurence Alfred Mound,,
Jean-Pierre Moussus,A797,Q113628292,Jean-Pierre Moussus,,
Agnieszka Draber-Mońko,A798,Q55003646,Agnieszka Draber-Mońko,,
Maciej Mroczkowski,A799,Q11765531,Maciej Mroczkowski,,
Werner Heinz Muche,A800,Q1304858,Werner Heinz Muche,,
Jan Muilwijk,A801,Q52162693,Jan Muilwijk,,
Lucile Muller,A802,,Lucile Muller,,
Miguel López Munguira,A803,Q21392414,Miguel López Munguira,,
Thorkild Munk,A804,,Thorkild Munk,,
Marko Mutanen,A805,Q21077772,Marko Mutanen,,
Bent J Muus,A806,Q110089445,Bent Jørgen Muus,,
László M Móczár,A807,Q28354750,László M Móczár,,
Andreas Müller,A808,,Andreas Müller,,
Juan Manuel Nieto Nafría,A809,Q21388707,Juan Manuel Nieto Nafría,,
Peter Nagel,A810,Q47165134,Peter Nagel,,
Carol G Nagy,A811,,Carol G Nagy,,
Emile Nat,A812,,Emile Nat,,
Romain Nattier,A813,Q22112485,Romain Nattier,,
SOVON Vogelonderzoek Nederland,A814,Q1707462,SOVON Vogelonderzoek Nederland,,
Vogelbescherming Nederland,A815,Q2391154,Vogelbescherming Nederland,,
Wolfgang Nentwig,A816,Q1591992,Wolfgang Nentwig,,
Peter J Neu,A817,Q75989501,Peter J Neu,,
Johann Neumayer,A818,Q55229229,Johann Neumayer,,
Rainer Neumeyer,A819,Q42673399,Rainer Neumeyer,,
B Neven,A820,,B Neven,,
Tim R New,A821,Q21338300,Tim R New,,
Samuel Nibouche,A822,Q57003968,Samuel Nibouche,,
Oliver Niehuis,A823,Q30210597,Oliver Niehuis,,
Tore R Nielsen,A824,Q17105917,Tore Randulff Nielsen,,
J C Nielsen,A825,Q99299894,Jens Christian Nielsen,,
Peder Nielsen,A826,Q28924356,Peder Nielsen,,
Boy Overgaard Nielsen,A827,Q110656003,Boy Overgaard Nielsen,,
Ole Fogh Nielsen,A828,,Ole Fogh Nielsen,,
Y D Burggraaf-van Nierop,A829,,Yvonne D Burggraaf-van Nierop,,
Stefan Niesiołowski,A830,Q942300,Stefan Niesiołowski,,
E J van Nieukerken; Erik J van Nieukerken,A831,Q22110755,Erik Johannes van Nieukerken,,
Hans Nieuwenhuijsen,A832,,Hans Nieuwenhuijsen,,
Gilbert Edward James Nixon,A833,Q55069459,Gilbert Edward James Nixon,,
Christoph Noever,A834,Q60752804,Christoph Noever,,
Machiel E Noordeloos,A835,Q1782697,Machiel Evert Noordeloos,,
J Noordijk; Jinze Noordijk,A836,Q54864399,Jinze Noordijk,,
Phil Novis,A837,Q54714134,Phil Novis,,
Martin Novák,A838,Q29514502,Martin Novák,,
Jakub Tomasz Nowakowski,A839,,Jakub Tomasz Nowakowski,,
Benedito Mendes Nunes,A840,Q21391554,Benedito Mendes Nunes,,
Arne Nygren,A841,Q22107000,Arne Nygren,,
Tommi Nyman,A842,Q40766033,Tommi Nyman,,
Linda Nyman,A843,,Linda Nyman,,
Camilla Næss,A844,,Camilla Næss,,
Jorge Núñez,A845,Q106597314,Jorge Núñez,,
Johann-Hendrik Nüß,A846,,Johann-Hendrik Nüß,,
B Odé,A847,,Baudewijn Odé,,
Joachim Oehlke,A848,Q73802076,Joachim Oehlke,,
Colin Ogle,A849,Q19001449,Colin Ogle,,
Michael Ohl,A850,Q21073950,Michael Ohl,,
Rob G Oldernburg,A851,,Rob G Oldernburg,,
Harold Oldroyd,A852,Q5661915,Harold Oldroyd,,
Sarah Siqueira Oliveira,A853,Q21389178,Sarah Siqueira Oliveira,,
Éric Ollivier,A854,Q96152362,Éric Ollivier,,
Massimo Olmi,A855,Q3297761,Massimo Olmi,,
‪Thomas M Onuferko,A856,Q52854223,‪Thomas M Onuferko,,
P van Ooijen,A857,Q113584830,Peter van Ooijen,,
P Oosterbroek; Pjotr Oosterbroek,A858,Q111424278,Pjotr Oosterbroek,,
Simon Jan van Ooststroom,A859,Q925131,Simon Jan van Ooststroom,,
Eylon Orbach,A860,Q48023081,Eylon Orbach,,
Concepción Ornosa,A861,Q28933989,Concepción Ornosa,,
Antonino Sánchez Ortega,A862,Q55072212,Antonino Sánchez Ortega,,
Julio Miguel Luzón Ortega,A863,,Julio Miguel Luzón Ortega,,
Anna Zakharovna Osychnyuk; Ганна Захарівна Осичнюк,A864,Q4339243,Anna Zakharovna Osychnyuk,Анна Захаровна Осычнюк,
José Carlos Oteri,A865,,José Carlos Oteri,,
C V Otterstrøm,A866,,Carl Vilhelm Otterstrøm,Carl Vilhelm Theodor Otterstrøm,
Preben Ottesen,A867,,Preben Ottesen,,
Wesley Overman,A868,,Wesley Overman,,
Bert Oving,A869,,Bert Oving,,
Richard J Packauskas,A870,Q21392118,Richard Jaunutis Packauskas,,
Guido Pagliano,A871,,Guido Pagliano,,
J M Palmer,A872,,Jenifer M Palmer,,
Göran Palmqvist,A873,,Göran Palmqvist,,
Dmitrij Viktorovitsch Panfilov,A874,Q55070183,Dmitrij Viktorovitsch Panfilov,Дмитрий Викторович Панфилов,
Roberto Antonio Pantaleoni,A875,Q27922266,Roberto Antonio Pantaleoni,,
Julio Parapar,A876,Q21392120,Julio Parapar,,
Octave Parent,A877,Q21282925,Octave Parent,,
Paul Paris,A878,Q3371956,Paul Paris,Jean Ferdinand Paul Paris,
Dena Paris,A879,Q56330111,Dena Paris,,
Paris,A880,,Paris,,
Jaekook Park,A881,Q117319576,Jaekook Park,,
Ben A Parslow,A882,Q21393514,Ben A Parslow,,
Mario García París,A883,Q21338798,Mario García París,,
Steven C Passoa,A884,Q21503158,Steven C Passoa,,
Juho Paukkunen,A885,Q21503164,Juho Paukkunen,,
Renaud Paulian,A886,Q3424938,Renaud Paulian,,
Alain Pauly,A887,Q21503170,Alain Pauly,,
Niels De Pauw,A888,,Niels De Pauw,,
Kenneth Richard Payne,A889,,Kenneth Richard Payne,,
Enid Rowena Peacock,A890,Q66621073,Enid Rowena Peacock,,
E J Pearce,A891,Q55070400,Edmund James Pearce,,
Oswald Peck,A892,Q120868050,Oswald Peck,,
Jean-Carlo Pedroli,A893,,Jean-Carlo Pedroli,,
K Peeters,A894,,Kris Peeters,,
Theo Peeters; Theo M J Peeters,A895,,Theo Peeters,,
Manuel Peralta Peralta,A896,,Manuel Peralta Peralta,,
Patrícia Garcia-Pereira,A897,,Patrícia Garcia-Pereira,Patrícia Nóbrega Coito Garcia Pereira,
