name,id,qid,rank,gbif,children_gbif,ancestors_gbif,duplicate_of
Reptantia,T964,Q17505530,suborder,,2775; 3857; 3858; 3860; 3861; 3864; 3867; 3868; 3870; 3872; 3927; 3928; 4527; 4536; 4550; 4552; 4555; 4557; 4561; 4562; 4564; 4567; 4568; 4858; 6995; 6996; 8019; 8029; 8034; 8035; 8036; 8037; 8038; 8039; 8042; 8043; 8045; 8147; 8148; 8655; 8670; 8672; 8674; 8677; 9008; 9658; 9686; 3254019; 3254022; 3254035; 3254038; 3254049; 3254060; 3254092; 3254095; 3254097; 3254116; 3254152; 3254155; 3254158; 3254171; 3254198; 3254203; 3254207; 3254213; 3254245; 3254253; 3254292; 3254294; 3254308; 3254321; 3254326; 3254329; 3254331; 3254405; 3254406; 3255210; 4304426; 4304430; 4304432; 4304436; 4375325; 4377415; 4377565; 4644070; 4644485; 4644762; 4644765; 4645457; 4645905; 4646033; 4646091; 4646145; 4646328; 4646340; 4646351; 4646357; 4646359; 4646423; 4646441; 4646443; 4646522; 4646526; 4646603; 4647251; 4647261; 4647271; 4647327; 4647488; 4647531; 4648314; 4648339; 4648866; 4648867; 4648917; 4666851; 4666906; 5968394; 5970260; 5971949; 5972927; 5973010; 5974171; 6007810; 6141820; 6927319; 8451937; 8466897; 8501511; 8535965; 8554490; 8574541; 8605513; 8611847; 8653873; 9001484; 10535522; 10793869; 11165581; 11560655; 11583958,1; 54; 229; 637,
Reptilia,T965,Q10811,class,358,,1; 44; 11493978,
Rhabditida,T966,Q17164,order,440,,1; 5967481; 11133537,
Rhagio,T967,Q3429165,genus,1487291,,1; 54; 216; 811; 5587,
Rhagionidae,T968,Q587981,family,5587,,1; 54; 216; 811,
Rhagoletis,T1340,Q3023363,genus,1622544,,1; 54; 216; 811; 3520,
Rhaphigaster,T969,Q21334087,genus,2079011,,1; 54; 216; 809; 9650,
Rhingia,T970,Q1253045,genus,1537399,,1; 54; 216; 811; 6920,
Rhinocoris,T1285,,genus,,2008594,1; 54; 216; 809; 4324,
Rhinophoridae,T971,Q2148128,family,5589,,1; 54; 216; 811,
Rhipiphoridae,T972,Q33135564,family,4758,,1; 54; 216; 1470; 3262676,
Rhizophagidae,T973,Q33134468,family,3262720,,1; 54; 216; 1470; 4745,
Rhopalidae,T974,Q2663060,family,4325,,1; 54; 216; 809,
Rhopalocera,T975,Q21075224,suborder,,5473; 5481; 6951; 6953; 7017; 9417; 1933999,1; 54; 216; 797,
Rhophitoides,T976,Q21214655,genus,4496154,,1; 54; 216; 1457; 7908,
Rhynchitinae,T977,Q3429832,subfamily,,1164143; 1164278; 1164294; 1164388; 1164599; 1164638; 4292458; 4292473; 4500958; 8281175; 8631799; 9124726; 9236387; 12043709,1; 54; 216; 1470; 4208,
Rhynchophora,T978,Q3429854,infraorder,,4206; 8584; 4239; 4721531,1; 54; 216; 1470,
Rhyparochrominae,T979,Q20722172,subfamily,,2007914; 2007924; 2007965; 2007990; 2008064; 2008076; 2008109; 2008115; 2008125; 2008173; 2008177; 2008179; 2008213; 3265759; 3265879; 3266162; 3266248; 4404691; 4404863; 4404895; 4404965; 4405936; 4406098; 4406397; 4406439; 4406443; 4406459; 4406646; 4407167; 4407338; 4407495; 4407561; 4407592; 4407710; 4407827; 4407984; 4408132; 4486458; 4486482; 4486492; 4486494; 4486705; 4572453; 4572527; 4572674; 4573162; 4574253; 4575217; 4576748; 4577648; 4578424; 4578521; 4770744; 4770765; 4771016; 4771025; 4771029; 4771073; 4771113; 4771115; 4771123; 4771125; 4771130; 4771168; 4771178; 4771182; 4771187; 4771199; 4771205; 4771206; 4771222; 4771245; 4771247; 4771253; 4771284; 4771287; 4771289; 4771330; 4771331; 4771332; 4771338; 4771343; 4771353; 4771359; 4771360; 4771362; 4771363; 4771364; 4771365; 4771371; 4771372; 4771374; 4771375; 4771377; 4771378; 4771381; 4771385; 4771413; 4771982; 4772038; 4772039; 4772067; 4772170; 4772276; 4772508; 4772529; 4772636; 4772637; 4772664; 4772698; 4772739; 4772771; 4772776; 4773144; 4773161; 4773254; 4773298; 4773303; 4773571; 4773579; 4773787; 4774502; 4774688; 4774797; 4775014; 4775101; 4775230; 4775243; 4775245; 4776141; 4777172; 4777235; 4777527; 4777840; 4777874; 4777881; 4777977; 4777987; 4778103; 4778110; 4778304; 4778307; 4779059; 4779065; 4779129; 4779184; 4779542; 4779575; 4779633; 4779651; 4779685; 4779687; 4779759; 4779826; 4779914; 4780007; 4780066; 4780348; 4780441; 4780460; 4780507; 4780594; 4780629; 4780658; 4780740; 4780805; 4781083; 4781205; 4781264; 4781501; 4781584; 4781614; 4781629; 4781667; 4781686; 4781691; 4781707; 4781708; 4781711; 4781715; 4781722; 4781723; 4781727; 4781736; 4781742; 4781747; 4781749; 4781751; 4781754; 4781756; 4781758; 4781759; 4781762; 4781765; 4781775; 4781777; 4781779; 4781781; 4781783; 4781787; 4781790; 4781794; 4781807; 4781810; 4781817; 4781820; 4781825; 4781827; 4781855; 4781866; 4781874; 4781876; 4781879; 4781902; 4781905; 4781909; 4781915; 4781924; 4781930; 4781938; 4781970; 4781998; 4782079; 4783043; 4783108; 4783119; 4783235; 4783236; 4783264; 4783266; 4783323; 4783338; 4783550; 4783588; 4783602; 4783627; 4783765; 4784332; 5431350; 5431430; 6007177; 6007316; 6007376; 6007492; 7395906; 8619485; 8619562; 8732321; 8740019; 8788598; 8804268; 8838311; 8856216; 8873822; 8973072; 9008865; 9085810; 9086539; 9097511; 9105728; 9201377; 9214194; 9274467; 9344022; 9415232; 9535880; 9543155; 9560148; 9769738,1; 54; 216; 809; 4326,
Rhyparochromini,T980,Q17638136,tribe,,2007914; 2008173; 2008179; 3266248; 4406443; 4406646; 4407495; 4407592; 4407984; 4486458; 4771130; 4771187; 4771332; 4771362; 4771372; 4771413; 4772039; 4772698; 4772739; 4773144; 4774502; 4777987; 4778304; 4779651; 4781629; 4781691; 4781708; 4781736; 4781762; 4781866; 4781930; 4781970; 4783235; 4783765; 9344022; 9415232,1; 54; 216; 809; 4326,
Rhysodidae,T981,Q1090981,family,4759,,1; 54; 216; 1470,
Rodentia,T982,Q10850,order,1459,,1; 44; 359,
Rophites,T983,Q2623329,genus,1352005,,1; 54; 216; 1457; 7908,
Rotifera,T1246,Q180148,phylum,91,,1,
Rumex,T984,Q157264,genus,2888942,,6; 7707728; 220; 422; 2416,
Saldidae,T985,Q910838,family,7896,,1; 54; 216; 809,
Salix,T986,Q36050,genus,3039576,,6; 7707728; 220; 1414; 6664,
Salpingidae,T987,Q1089906,family,7848,,1; 54; 216; 1470,
Salticidae,T988,Q11687,family,5644,,1; 54; 367; 1496,
Sapygidae,T989,Q573579,family,4298486,,1; 54; 216; 1457,
Sapyginae,T990,,subfamily,,4405688; 4407776; 1312227; 4680661; 4677447,1; 54; 216; 1457; 4298486,
Sarcophagidae,T991,Q978302,family,9508,,1; 54; 216; 811,
Sarcoscypha,T992,Q1187893,genus,2581823,,5; 95; 316; 1057; 8400,
Sarginae,T993,Q7423939,subfamily,,1570830; 1576528; 1576696; 1576716; 1576719; 1576743; 1576750; 1576795; 1576915; 1577277; 1577303; 1577400; 1577483; 1578551; 1578968; 1579723; 1579765; 1580364; 1580712; 1580740; 1581199; 1581240,1; 54; 216; 811; 6923,
Sargus,T1341,Q7423980,genus,1570830,,1; 54; 216; 811; 6923,
Saturniidae,T994,Q843104,family,8864,,1; 54; 216; 797,
Satyrinae,T995,Q612468,subfamily,,1214429; 1892514; 1892534; 1892560; 1892608; 1892615; 1892700; 1892702; 1892833; 1892875; 1892917; 1892925; 1892942; 1893128; 1893338; 1893376; 1893378; 1893525; 1893971; 1894053; 1894317; 1894354; 1894469; 1895163; 1895235; 1895260; 1895416; 1895438; 1895833; 1895837; 1895841; 1895908; 1896044; 1896057; 1896752; 1896799; 1897634; 1897825; 1898215; 1898246; 1898343; 1898585; 1898669; 1898687; 1899046; 1899181; 1899840; 1899908; 1899929; 1899966; 1899985; 1900021; 1900106; 1900906; 1900963; 1901335; 1901357; 1901470; 1901530; 1901577; 1901739; 1902105; 1902221; 1902562; 1902605; 1902614; 1902619; 1902801; 1902868; 1903008; 1903625; 1903637; 1903653; 1904271; 1904390; 1904827; 1905091; 1906139; 1906451; 1907407; 1907720; 1907730; 1908197; 1908354; 1908361; 1908385; 1908573; 1908755; 1909104; 1909217; 1909297; 1909413; 1909428; 1909799; 1910363; 1910771; 1911057; 1911061; 1911068; 1911078; 1911573; 1911578; 1911627; 1911932; 1912488; 1912583; 1913035; 1913456; 1914396; 1914664; 1914692; 1914695; 1914753; 1915180; 1915218; 1915242; 1915246; 1915337; 1915464; 1915504; 1915507; 1916332; 1916334; 1916665; 1917847; 1917850; 1917887; 1918203; 1918262; 1918309; 1918594; 1918607; 1918903; 1918910; 1918999; 1919016; 3256637; 3257628; 4299792; 4405001; 4408275; 4688495; 4689119; 4689644; 4703194; 4704176; 4704222; 4704345; 4704380; 4704399; 4704420; 4704459; 4704499; 4704681; 4705074; 4707911; 4707938; 4707940; 5135400; 8636720; 8721261; 8749309; 8853701; 9007532; 9239638; 9262431; 9354135; 9472053; 9486598; 9602207; 9607854; 9834709; 10077759; 10094769; 10105182; 10115796; 10272567; 10416544; 10680657; 10926743; 10970806; 11312266,1; 54; 216; 797; 7017,
Scaeva,T996,Q2557850,genus,1537685,,1; 54; 216; 811; 6920,
Scaphidiinae,T997,Q756399,subfamily,3262652,1039372; 1039893; 3262339; 3262653; 4405285; 4405360; 4440715; 4714687; 4714974; 4715075; 4715645; 4716147; 4717876; 4718681; 4718827; 4718828; 4718831; 4721360; 4721772; 4725937; 4726776; 4729945; 4743331; 4744483; 4744581; 4746211; 4746585; 4747396; 4747845; 4748334; 4755270; 4760429; 4760588; 4761497; 4761540; 4764673; 4765258; 4765942; 4769425; 7202431; 8619828; 9258314; 9425872; 9438592; 9466658; 9595385; 9612155; 10330552; 11719840,1; 54; 216; 1470; 7854,
Scaphopoda,T998,Q238314,class,276,,1; 52,
Scarabaeidae,T999,Q186946,family,5840,,1; 54; 216; 1470,
Scarabaeoidea,T1000,Q132379,superfamily,1883,2933; 4204; 4205; 4241; 4242; 4243; 4244; 5593; 5600; 5839; 5840; 5841; 7153; 7719; 7720; 8495; 9166; 9523; 3260381; 3261544; 3262948; 3263244; 4425773; 4747194; 4762991; 4764833; 8522842; 8566631; 8617247,1; 54; 216; 1470,
Scathophagidae,T1001,Q1265791,family,1555553,,1; 54; 216; 811,
Scatopsidae,T1002,Q1265805,family,6927,,1; 54; 216; 811,
Scelionidae,T1003,Q1796532,family,4349,,1; 54; 216; 1457,
Scenopinidae,T1004,Q1404864,family,3526,,1; 54; 216; 811,
Schizopteridae,T1005,Q3952123,family,7897,,1; 54; 216; 809,
Schizotus pectinicornis,T1006,Q467185,species,4458628,,1; 54; 216; 1470; 4756; 4404985,
Schoenobiinae,T1007,Q2248542,subfamily,,1883248; 1884194; 1884699; 1884939; 1889295; 6121357,1; 54; 216; 797; 8841,
Sciapus,T1008,Q7433425,genus,1603519,,1; 54; 216; 811; 7305,
Sciaridae,T1009,Q582991,family,3525,,1; 54; 216; 811,
Sciaroidea,T1010,Q3952308,superfamily,,3348; 3525; 5586; 3264882; 4572619; 4792012,1; 54; 216; 811,
Sciocoris,T1315,Q4049151,genus,2079251,,1; 54; 216; 809; 9650,
Sciomyzidae,T1011,Q1778723,family,3524,,1; 54; 216; 811,
Scirtoidea,T1286,Q1090480,superfamily,,4290608; 7849,1; 54; 216; 1470,
Sclerogaster,T1012,Q7434168,genus,2524895,,5; 34; 186; 1144; 3305581,
Scoliadae,T1013,Q1144597,family,4351,,1; 54; 216; 1457,
Scoliidae,T1014,Q1144597,family,4351,,1; 54; 216; 1457,
Scolioidea,T1015,Q21216865,superfamily,,4351,1; 54; 216; 1457,
Scolopostethus,T1287,Q10664296,genus,2008129,,1; 54; 216; 809; 4326,
Scolytidae,T1016,Q12379653,family,3262528,,1; 54; 216; 1470,
Scolytoidea,T1017,Q12379653,superfamily,3262528,,1; 54; 216; 1470,
Scopariinae,T1018,Q2260518,subfamily,,1882330; 1882413,1; 54; 216; 797; 8841,
Scorpiones,T1019,Q19125,order,872,,1; 54; 367,
Scraptiidae,T1020,Q900336,family,4760,,1; 54; 216; 1470,
Scrobifera,T1021,,,,,1; 54; 216; 1470; 3792,
Scutelleridae,T1022,Q642857,family,4327,,1; 54; 216; 809,
Scutellerinae,T1316,Q21217133,subfamily,,2079295; 3265813; 3265816; 3265820; 4572281; 4771460; 4772187; 4772899; 4773218; 4776133; 4778135; 4778185; 4779516; 4779661; 4779723; 4780138; 4783659; 4785000; 4785001; 4785004; 4785009; 4785033; 4785071; 4785075; 4785084; 5431412; 6007239; 8305054; 8380650,1; 54; 216; 809; 4327,
Sedentaria,T1023,Q9373141,subclass,,1080; 1973; 6280; 6281,1; 42; 256,
Sehirus,T1363,Q13938159,genus,2078780,,1; 54; 216; 809; 6989,
Sehirus maculipes-group,T1364,,group,,8772191; 10885170; 11329351; 11292643,1; 54; 216; 809; 6989; 2078780,
Seira,T1380,Q3477926,genus,2120985,,1; 54; 10713444; 11776269; 7216,
Selachii,T1024,Q16600393,infraclass,,887; 886; 769; 885; 770; 767; 883,1; 44; 121,
Seladonia,T1025,Q4049272,genus,1353491,,1; 54; 216; 1457; 7908,
Seligeriaceae,T1026,Q1407265,family,4672,,6; 35; 327; 1337,
Sepsidae,T1027,Q1685942,family,3523,,1; 54; 216; 811,
Sergentomyia,T1028,Q14687876,genus,1640777,,1; 54; 216; 811; 9164,
Sericomyia,T1029,Q2075839,genus,1538780,,1; 54; 216; 811; 6920,
Serpentes,T1030,Q25537662,suborder,,3533; 5020; 5021; 5022; 5024; 5127; 5664; 5676; 6172; 6931; 9117; 9200; 9455; 2464897; 4287591; 4287610; 4287901; 5789716; 5789856; 5789868; 7398556; 7603232; 7734500; 10196291; 10874056; 11209474,1; 44; 11592253,
Sesiidae,T1203,Q305072,family,5340,,1; 54; 216; 797,
Sessilia,T1031,Q3175015,order,1426,,1; 54; 203,
Sialis,T1032,Q150997,genus,1730333,,1; 54; 216; 1451; 5205,
Silphidae,T1033,Q303626,family,4762,,1; 54; 216; 1470,
Silphini,T1034,Q104904012,tribe,,9042029; 4405702; 4448533; 4763095; 4763106; 4406644; 4763110; 4448340; 4763091; 4408217; 4763098; 1038946; 4448483; 4748390; 4741754,1; 54; 216; 1470; 4762,
Simplicia,T1035,,,,,1; 54; 216; 1470; 3792,
Simuliidae,T1036,Q720467,family,3522,,1; 54; 216; 811,
Siphonaptera,T1037,Q388162,order,1366,,1; 54; 216,
Sipuncula,T1038,Q205712,phylum,74,,1,
Siricidae,T1039,Q967809,family,7915,,1; 54; 216; 1457,
Sisyridae,T1040,Q1497564,family,6180,,1; 54; 216; 1501,
Solenogastres,T1041,Q1152770,class,8365233,,1; 52,
Somabrachyidae,T1042,Q1790412,family,8867,,1; 54; 216; 797,
Sordariomycetes,T1043,Q133607,class,320,,5; 95,
Soricomorpha,T1247,Q834919,order,803,,1; 44; 359,
Sparassidae,T1044,Q11721,family,5647,,1; 54; 367; 1496,
Spermatophyte,T1045,Q25814,subphylum,,194; 196; 220; 228; 244,6; 7707728,
Speyeria,T1046,Q2716199,genus,1905150,,1; 54; 216; 797; 7017,
Sphaeriidae,T1047,Q16677716,family,3247675,,1; 52; 137; 10495862,
Sphaerobathytropa,T1048,Q4353464,genus,2214143,,1; 54; 229; 643; 5398,
Sphaerobolus,T1049,Q1393177,genus,2554395,,5; 34; 186; 1064; 4199,
Sphaeroceridae,T1050,Q4584868,family,6924,,1; 54; 216; 811,
Sphaerophoria,T1051,Q2561615,genus,1539106,,1; 54; 216; 811; 6920,
Sphagnum,T1052,Q30019,genus,2668958,,6; 35; 190; 623; 4673,
Sphecidae,T1053,Q132833,family,4352,,1; 54; 216; 1457,
Spheciformes,T1054,Q531656,section,,4332; 4352,1; 54; 216; 1457,
Sphecinae,T1055,Q3493211,subfamily,,1311747; 1346861,1; 54; 216; 1457; 4352,
Sphecodes,T1056,Q15732832,genus,1351262,,1; 54; 216; 1457; 7908,
Sphecoidea,T1057,Q132833,superfamily,4352,1311747; 1339019; 1345974; 1346031; 1346061; 1346074; 1346141; 1346547; 1346847; 1346861; 1347173; 1347206; 1347329; 1347343; 1347699; 1347751; 1347780; 1347960; 4679157; 4681241; 7763463,1; 54; 216; 1457,
Sphedanolestes,T1317,Q7576617,genus,7912676,,1; 54; 216; 809; 4324,
Sphegidae,T1058,Q132833,family,4352,,1; 54; 216; 1457,
Sphegina,T1059,Q1761633,genus,1535557,,1; 54; 216; 811; 6920,
Sphenophorus cicatristriatus,T1060,Q49516714,species,1169669,,1; 54; 216; 1470; 8494; 1169637,
Sphenophorus parvulus,T1061,Q48972793,species,1169823,,1; 54; 216; 1470; 8494; 1169637; 4291616,
Sphindidae,T1062,Q1065863,family,4763,,1; 54; 216; 1470,
Sphingidae,T1063,Q157683,family,8868,,1; 54; 216; 797,
Spilomelinae,T1064,Q2310651,subfamily,,1878808; 1880506; 1881357; 1882752; 1882792; 1884002; 1884886; 1885683; 1885792; 1886505; 1889533; 1890245; 1891305; 3258127; 8494978; 9878063; 10272574; 10679367,1; 54; 216; 797; 8841,
Spilomyia,T1065,Q2744772,genus,1538723,,1; 54; 216; 811; 6920,
Spilostethus,T1318,Q19059536,genus,4407676,,1; 54; 216; 809; 7888,
Spongillidae,T1066,Q3466817,family,3915,,1; 105; 199; 8391193,
Squamiferidae,T1067,Q2904402,family,5388,,1; 54; 229; 643,
Staphylinidae,T1068,Q467400,family,7854,,1; 54; 216; 1470,
Staphylininae,T1069,Q755575,subfamily,,1039252; 1040167; 1040327; 1040389; 1040793; 1041784; 1041871; 1041878; 1100247; 3260795; 3261904; 3262240; 3262246; 3262271; 3262293; 3262322; 3262337; 3262353; 3262413; 3262774; 3263507; 3263523; 3263877; 4290503; 4308863; 4404475; 4404754; 4404779; 4404844; 4405094; 4405181; 4405222; 4405271; 4405708; 4406097; 4406383; 4406776; 4406807; 4406842; 4407235; 4407267; 4407470; 4407567; 4435874; 4435877; 4436148; 4437232; 4437289; 4437460; 4571809; 4572154; 4572941; 4573022; 4573412; 4573419; 4575076; 4575357; 4575973; 4576534; 4713909; 4713920; 4713939; 4713947; 4713974; 4713977; 4713984; 4714041; 4714046; 4714051; 4714058; 4714117; 4714144; 4714170; 4714176; 4714235; 4714297; 4714303; 4714304; 4714310; 4714329; 4714397; 4714412; 4714423; 4714446; 4714452; 4714462; 4714463; 4714470; 4714476; 4714477; 4714509; 4714547; 4714552; 4714580; 4714605; 4714606; 4714622; 4714654; 4714675; 4714683; 4714743; 4714780; 4714782; 4714802; 4714807; 4714817; 4714879; 4714880; 4714881; 4714942; 4714944; 4714961; 4715080; 4715103; 4715193; 4715200; 4715201; 4715205; 4715241; 4715248; 4715272; 4715357; 4715358; 4715365; 4715367; 4715397; 4715402; 4715405; 4715437; 4715452; 4715473; 4715478; 4715481; 4715493; 4715495; 4715505; 4715636; 4715642; 4715644; 4715652; 4715662; 4715663; 4715673; 4715828; 4715849; 4715853; 4715859; 4715872; 4715885; 4715894; 4715952; 4715955; 4715957; 4715987; 4715996; 4716001; 4716013; 4716019; 4716025; 4716237; 4716785; 4716992; 4717379; 4717444; 4717927; 4718115; 4718253; 4718270; 4718611; 4718678; 4719196; 4719321; 4719516; 4719681; 4719833; 4719957; 4720302; 4720342; 4720478; 4721185; 4721685; 4722017; 4722054; 4725784; 4726017; 4726120; 4726574; 4726640; 4726758; 4729860; 4729947; 4735234; 4735551; 4735662; 4735938; 4736485; 4736512; 4736694; 4737102; 4737157; 4737231; 4738191; 4740372; 4740635; 4740784; 4740814; 4740885; 4740908; 4740927; 4741055; 4741153; 4741664; 4741814; 4742081; 4742917; 4743499; 4743602; 4743629; 4743779; 4743820; 4744252; 4744380; 4744389; 4744413; 4744478; 4744561; 4744587; 4744645; 4744781; 4745121; 4745125; 4745136; 4745180; 4745984; 4746088; 4746177; 4746274; 4746311; 4746605; 4746792; 4746799; 4747008; 4747210; 4747249; 4747293; 4747470; 4747488; 4747617; 4747642; 4747694; 4747725; 4747768; 4747790; 4748187; 4748230; 4748376; 4759898; 4760297; 4760411; 4760816; 4761008; 4761573; 4761694; 4761741; 4761759; 4761878; 4761959; 4762014; 4762069; 4762602; 4762781; 4762787; 4762904; 4763150; 4763205; 4763624; 4763629; 4764150; 4764645; 4764672; 4764720; 4765235; 4765431; 4765445; 4765523; 4765878; 4765982; 4769087; 4769247; 4769289; 4769422; 5431010; 5431113; 5431150; 5431253; 6757661; 6757663; 7008556; 7008564; 7008567; 7008577; 7008668; 7008682; 7008737; 7204068; 7236254; 7844201; 8365109; 8580824; 8602424; 8648936; 8654604; 8668895; 8703777; 8838635; 8984152; 9241928; 9245764; 9273905; 9301748; 9329717; 9334431; 9355385; 9365256; 9365270; 9388008; 9399901; 9428970; 9431212; 9451835; 9455916; 9497562; 9519228; 9559880; 9602260; 9650363; 9860580; 9900854; 9923918; 9973967; 9979868; 10008693; 10021746; 10048133; 10063675; 10065297; 10125482; 10170342; 10248043; 10290004; 10308997; 10347661; 10383480; 10541402; 10565325; 10604287; 10607922; 10626838; 10698059; 10739381; 10835711; 10881168; 11129272; 11145766; 11201625; 11203150; 11501978; 11509954; 11632580; 12170702,1; 54; 216; 1470; 7854,
Staphylinoidea,T1070,Q132752,superfamily,1583,4738; 4754; 4761; 4762; 7829; 7854; 3261368; 4946274; 8540135,1; 54; 216; 1470,
Stelis,T1071,Q4050095,genus,1334181,,1; 54; 216; 1457; 7911,
Stellaria,T1072,Q156694,genus,3085667,,6; 7707728; 220; 422; 2518,
Steninae,T1073,Q756389,subfamily,,4408178; 8652527; 9465427,1; 54; 216; 1470; 7854,
Stenocephalidae,T1074,Q1413830,family,4328,,1; 54; 216; 809,
Stenocephalus,T1365,,genus,7849480,2050151; 4391703; 5156108; 5758706; 7477050; 7548886; 7739737; 7804204; 7878431; 7934368; 7953288; 7980776; 8075311; 8255798; 8352804; 8381232; 8400928; 8447291; 8453761; 8457797; 8466330; 8490302; 8507983; 8537307; 8548733; 8590428; 8617119; 8629079; 8631297; 8681188; 11547201,1; 54; 216; 809; 4328,
Stenocraninae,T1075,Q21220585,subfamily,,4777376; 4777411; 4779734; 5982602; 5982804,1; 54; 216; 809; 8498,
Stenocranus,T1076,Q10678726,genus,2053208,,1; 54; 216; 809; 8498,
Stenodema,T1288,Q10678782,genus,2009118,,1; 54; 216; 809; 4319,
Stenodynerus,T1077,Q4050109,genus,1332670,,1; 54; 216; 1457; 4240,
Stenomacrus,T1078,Q14516579,genus,1307980,,1; 54; 216; 1457; 3512,
Stenoniscidae,T1079,Q10678915,family,2043,,1; 54; 229; 643,
Stephanitis,T1319,Q10679353,genus,2020685,,1; 54; 216; 809; 7899,
Sternodontus,T1320,Q50696566,genus,4406944,,1; 54; 216; 809; 9650,
Stichopogon,T1080,Q7616185,genus,1663696,,1; 54; 216; 811; 7275,
Stictoleptura rubra,T1081,Q1928502,species,8966182,,1; 54; 216; 1470; 5602; 1153592,
Stilpon,T1082,Q14608423,genus,1459185,,1; 54; 216; 811; 9706,
Stiphrolamyra,T1083,Q14508997,genus,1659034,,1; 54; 216; 811; 7275,
Stratiomyidae,T1084,Q918021,family,6923,,1; 54; 216; 811,
Stratiomyiidae,T1085,Q918021,family,6923,,1; 54; 216; 811,
Stratiomyinae,T1086,Q7622205,subfamily,,1580665; 1579457; 1576841; 1576818; 1576902; 1577860; 1577931; 5980171; 8578537; 1581182; 1576977; 1577259; 1578625; 1577916; 9377596; 1576911; 1576963; 1578197; 1576985; 1577232; 1577873; 1579925; 8124286; 1580347; 1580539; 1576953; 1579632; 1581280; 1576884; 1578155; 12164484; 1577107; 1579950; 1580485; 1580343; 1580395; 1580809; 1577328; 1577490; 1578534; 1580194; 1580377; 1576913; 1501902; 1579574; 1579627,1; 54; 216; 811; 6923,
Stratiomys,T1342,Q7622208,genus,1501902,,1; 54; 216; 811; 6923,
Streblidae,T1087,Q143494,family,4516152,,1; 54; 216; 811,
Strepsiptera,T1088,Q327144,order,1227,,1; 54; 216,
Stylifera,T1089,,,,,1; 54; 216; 1470; 3792,
Stylommatophora,T1090,Q972302,suborder,1456,,1; 52; 225,
Suctorea,T1091,Q26928,subclass,,7366012; 7376344; 7411989; 7415767; 7425583; 7434274; 7435432; 7456224; 7471470; 7515681; 7536838; 7579227; 7600488; 7614383; 7623082; 7646859; 7730228; 7731510; 7755547; 7756618; 7869462; 7885617; 7957218; 7996874; 8027225; 8082699; 8115349; 8148555; 8226093; 8238345; 8242994; 8295978; 8304887; 8305419; 8360435; 8397925; 8408491; 8427971,4; 7765738; 7908305; 7592404,
Suillia,T1092,Q7635439,genus,1562980,,1; 54; 216; 811; 5551,
Sylvicola,T1093,Q3507253,genus,1501452,,1; 54; 216; 811; 7271,
Symmorphus,T1094,Q4050489,genus,1331373,,1; 54; 216; 1457; 4240,
