name,id,qid,rank,gbif,children_gbif,ancestors_gbif,duplicate_of
Pipunculidae,T888,Q760313,family,5583,,1; 54; 216; 811,
Plagiorchiata,T889,Q3390915,suborder,,3187; 3191; 3192; 3193; 3194; 3196; 3198; 3200; 6406; 6409; 6410; 6413; 6416; 6421; 6426; 6430; 6431,1; 108; 345; 434,
Planipennia,T890,Q156438,order,1501,,1; 54; 216,
Plantae,T891,Q756,kingdom,6,,,
Plataspidae,T1314,Q3436860,family,9652,,1; 54; 216; 809,
Platycheirus,T892,Q1756743,genus,1542996,,1; 54; 216; 811; 6920,
Platypezidae,T893,Q1410954,family,5584,,1; 54; 216; 811,
Platypodidae,T894,Q18615573,family,3262857,,1; 54; 216; 1470; 4239,
Platystomatidae,T895,Q5319871,family,9504,,1; 54; 216; 811,
Plecoptera,T896,Q203547,order,787,,1; 54; 216,
Plectiscus,T897,Q14516584,genus,1308186,,1; 54; 216; 1457; 3512,
Plectognathi,T898,Q211837,subclass,772,2218; 2219; 2220; 5894; 5895; 5896; 5897; 5898; 5899; 5900; 4837350; 4837352; 4837356; 4837364; 4837401; 4837402; 4837466; 4837480; 4837482; 4837483; 4837488; 7657520; 8362252; 9190170; 9417691; 9467209; 10749858; 10832671; 11186358; 11189229,1; 44,
Plinthisus,T1361,Q10634590,genus,10891185,,1; 54; 216; 809; 4326,
Plutellidae,T899,Q787074,family,8860,,1; 54; 216; 797,
Poaceae,T900,Q43238,family,3073,,6; 7707728; 196; 1369,
Podicipediformes,T901,Q20604429,order,7191588,,1; 44; 212,
Podopinae,T902,Q3393116,subfamily,4289999,2078836; 2078843; 2079209; 3265994; 3266051; 3266052; 3266140; 4405244; 4405318; 4405495; 4405833; 4406078; 4406944; 4407729; 4485713; 4485715; 4578318; 4770729; 4772558; 4772857; 4773156; 4774771; 4774780; 4774982; 4776991; 4778192; 4778991; 4779692; 4780459; 4780519; 4781025; 4781194; 4781299; 4781419; 4781500; 4781595; 4781623; 4781972; 4782009; 4782098; 4782205; 4782293; 4782301; 4782324; 4782521; 4782599; 4782671; 4782873; 4782922; 4782998; 4783325; 4784225; 5431434; 5431436,1; 54; 216; 809; 9650,
Podops,T1362,Q12669802,genus,8882580,,1; 54; 216; 809; 9650,
Poduromorpha,T903,Q1935420,order,10802062,,1; 54; 10713444,
Polistes,T904,Q1955518,genus,1310500,,1; 54; 216; 1457; 4240,
Polistinae,T905,Q1155461,subfamily,,1310193; 1310500,1; 54; 216; 1457; 4240,
Polychaeta,T906,Q18952,class,256,,1; 42,
Polyneoptera,T907,Q822890,,,584; 585; 787; 788; 800; 1224; 1226; 1229; 1458; 1460; 4683281; 4683309; 4709530; 4770241; 4797892; 8516914; 8564470; 8564568; 8628429; 8698536; 9645752; 9709049; 9715801; 9740118; 9801641; 9810633,1; 54; 216,
Polyommatinae,T908,Q460892,subfamily,,1920820; 1920834; 1920925; 1921054; 1921060; 1921065; 1921113; 1921136; 1921138; 1921173; 1921257; 1921287; 1921433; 1921439; 1921657; 1921739; 1922224; 1922236; 1922270; 1922297; 1922308; 1922493; 1922569; 1922677; 1922735; 1922740; 1922918; 1923013; 1923038; 1923048; 1923056; 1923058; 1923460; 1923462; 1923507; 1923680; 1923795; 1923808; 1924005; 1924047; 1924171; 1924181; 1924272; 1924315; 1924329; 1924511; 1924548; 1924564; 1924798; 1925355; 1925409; 1925416; 1925550; 1925582; 1925584; 1925804; 1925996; 1926014; 1926044; 1926426; 1926526; 1926552; 1926675; 1926678; 1926691; 1926743; 1926748; 1926780; 1926804; 1926818; 1927299; 1927305; 1927390; 1927521; 1927728; 1927884; 1927903; 1927984; 1927998; 1928022; 1928217; 1928254; 1928373; 1928432; 1928434; 1928447; 1928590; 1928629; 1928707; 1928780; 1928983; 1929057; 1929138; 1930893; 1930939; 1930993; 1931070; 1931560; 1931848; 1932050; 1932052; 1932087; 1932134; 1932169; 1932180; 1932323; 1932450; 1932562; 1932578; 1932749; 1932880; 1932904; 1932941; 1932963; 1933005; 1933073; 1933087; 1933089; 1933268; 1933632; 1933641; 1933677; 1933744; 1933756; 3257152; 4684420; 4687156; 4687174; 4687308; 4688439; 4695906; 4702488; 4704147; 4704512; 4704670; 4705540; 4705729; 4705760; 4705925; 4706719; 4706727; 4707190; 4707609; 4708224; 4708919; 4708920; 4708930; 4708955; 4708963; 4708991; 4709071; 4709100; 4709146; 5138166; 8659047; 9274521; 9321908; 9393946; 9570131; 10149288; 10437542; 11240511,1; 54; 216; 797; 5473,
Polyphagoidea,T909,Q4047208,superfamily,,4802632; 6928309; 8464613,1; 54; 216; 800,
Polypodiopsida,T910,Q373615,class,7228684,,6; 7707728,
Polyspora,T911,Q3395820,genus,3234286,,6; 7707728; 220; 1353; 3189597,
Polytrichaceae,T912,Q133627,family,4669,,6; 35; 12259753; 620,
Pompilidae,T913,Q252859,family,7913,,1; 54; 216; 1457,
Porcellionidae,T914,Q3012099,family,8899,,1; 54; 229; 643,
Poronota,T915,Q21226950,suborder,,7463; 7441; 3648; 7429; 4653802; 7465; 7477; 3606; 3628; 4546511; 6054; 7436; 7413; 10534409; 7412; 4546029; 7439; 7471; 7460; 7484; 4057; 7461; 3647; 4058,1; 54; 367; 542,
Potentilla,T916,Q156512,genus,8079058,,6; 7707728; 220; 691; 5015,
Priapulida,T917,Q5184,phylum,5963150,,1,
Priocnemis,T918,Q2110814,genus,9500065,,1; 54; 216; 1457; 7913,
Priocnemis minutalis,T919,Q15644263,species,8258279,,1; 54; 216; 1457; 7913; 9500065; 11029158,
Priocnemis parvula,T920,Q14584748,species,4505084,,1; 54; 216; 1457; 7913; 9500065,
Prioninae,T921,Q899424,subfamily,,1097026; 1097372; 1097600; 1097807; 1097951; 1098069; 1098537; 1098552; 1098628; 1098689; 1098739; 1098848; 1098912; 1098952; 1099254; 1099491; 1099697; 1099786; 1100951; 1101098; 1101320; 1101563; 1101629; 1102197; 1103754; 1103768; 1106708; 1107092; 1107117; 1107207; 1110357; 1111026; 1112736; 1112867; 1114422; 1114496; 1114586; 1115656; 1117953; 1119169; 1120154; 1120485; 1122602; 1122755; 1124283; 1124395; 1124754; 1125667; 1127331; 1127573; 1127656; 1129564; 1129579; 1130293; 1130455; 1130759; 1130934; 1131139; 1131380; 1132913; 1136231; 1137761; 1138361; 1138908; 1140667; 1141046; 1141295; 1141785; 1142074; 1144423; 1145244; 1145705; 1148965; 1150637; 1152158; 1152389; 1152559; 1152704; 1152756; 1152759; 1152858; 1153937; 1154171; 1154603; 1155319; 1156674; 1156823; 1157351; 1157519; 1159258; 1160139; 1160848; 1160866; 1161015; 4719320; 4738968; 4739429; 6268982; 6270359; 7362712; 7549541; 7680774; 8113593; 9211709; 9294822; 9397933; 9801276; 10722849; 10872864; 10898409; 10938293; 11201036; 11218981; 11237177,1; 54; 216; 1470; 5602,
Procellariiformes,T922,Q21685,order,7192755,,1; 44; 212,
Proctotrupidae,T1370,Q1401393,family,6043,,1; 54; 216; 1457,
Prosobranchia,T923,Q940604,subclass,,,1; 52; 225,
Prosopisteron,T924,Q21228332,subgenus,4678317,,1; 54; 216; 1457; 7905,
Proteininae,T925,Q4047466,subfamily,,3262252; 4405451; 4578237; 4714349; 4714594; 4715619; 4715888; 4726233; 4736982; 4743525; 9333284,1; 54; 216; 1470; 7854,
Psacadina,T926,Q14660010,genus,1443800,,1; 54; 216; 811; 3524,
Pselaphidae,T927,Q2985202,family,,1039166; 1039189; 1039235; 1039277; 1039303; 1039352; 1039375; 1039388; 1039427; 1039436; 1039438; 1039443; 1039556; 1039628; 1039640; 1039657; 1039780; 1039895; 1039907; 1040000; 1040049; 1040058; 1040104; 1040109; 1040204; 1040283; 1040361; 1040376; 1040414; 1040418; 1040677; 1040701; 1040710; 1040795; 1040878; 1041108; 1041161; 1041204; 1041209; 1041308; 1041371; 1041452; 1041615; 1041682; 1041699; 1041738; 1041787; 1041793; 1041811; 1041880; 1042058; 1042104; 1042123; 1042152; 1042229; 1042235; 1042238; 1042433; 1042516; 1042523; 1042540; 1042544; 1149633; 3244495; 3261138; 3261522; 3261799; 3261883; 3262244; 3262257; 3262262; 3262264; 3262277; 3262296; 3262308; 3262335; 3262342; 3262377; 3262379; 3262425; 3262666; 3263514; 3263996; 4290445; 4404315; 4404375; 4404408; 4404440; 4404444; 4404450; 4404714; 4404720; 4404930; 4404987; 4405296; 4405307; 4405611; 4405814; 4405834; 4405881; 4406249; 4406354; 4406603; 4406743; 4406855; 4406862; 4407010; 4407215; 4407356; 4407364; 4407368; 4407445; 4407730; 4408018; 4408073; 4441001; 4441010; 4441023; 4441172; 4441229; 4441236; 4441609; 4441645; 4441695; 4441697; 4572006; 4572257; 4572476; 4572521; 4572991; 4573180; 4573186; 4573199; 4573207; 4573245; 4573254; 4573260; 4573269; 4573552; 4574449; 4574673; 4574686; 4574695; 4574712; 4575081; 4575122; 4576902; 4577018; 4577391; 4578030; 4578124; 4578196; 4713651; 4713652; 4713662; 4713663; 4713669; 4713681; 4713796; 4713870; 4713895; 4713923; 4713931; 4713941; 4713966; 4713972; 4713978; 4713994; 4714018; 4714028; 4714034; 4714042; 4714063; 4714096; 4714110; 4714111; 4714115; 4714140; 4714157; 4714166; 4714173; 4714177; 4714209; 4714239; 4714248; 4714263; 4714312; 4714341; 4714342; 4714350; 4714364; 4714374; 4714386; 4714418; 4714424; 4714428; 4714432; 4714445; 4714450; 4714453; 4714455; 4714487; 4714490; 4714497; 4714502; 4714524; 4714533; 4714542; 4714544; 4714546; 4714549; 4714550; 4714553; 4714588; 4714590; 4714591; 4714598; 4714604; 4714625; 4714627; 4714635; 4714638; 4714642; 4714655; 4714667; 4714671; 4714682; 4714689; 4714692; 4714698; 4714734; 4714752; 4714756; 4714783; 4714813; 4714814; 4714858; 4714890; 4714895; 4714896; 4714921; 4714935; 4714943; 4714949; 4714954; 4714976; 4714978; 4715047; 4715063; 4715072; 4715076; 4715079; 4715095; 4715104; 4715116; 4715119; 4715153; 4715168; 4715203; 4715206; 4715207; 4715211; 4715219; 4715235; 4715242; 4715255; 4715263; 4715265; 4715268; 4715269; 4715274; 4715277; 4715352; 4715355; 4715362; 4715372; 4715389; 4715399; 4715400; 4715404; 4715406; 4715412; 4715448; 4715463; 4715466; 4715483; 4715490; 4715492; 4715494; 4715500; 4715501; 4715508; 4715607; 4715620; 4715643; 4715649; 4715650; 4715664; 4715666; 4715675; 4715679; 4715811; 4715819; 4715822; 4715832; 4715855; 4715882; 4715891; 4715895; 4715904; 4715907; 4715910; 4715926; 4715953; 4715981; 4716015; 4716021; 4716022; 4716024; 4716029; 4716036; 4716088; 4716093; 4716094; 4716111; 4716222; 4716238; 4716585; 4716628; 4716648; 4716658; 4716661; 4716721; 4716822; 4717015; 4717337; 4717358; 4717374; 4717378; 4717393; 4717407; 4717427; 4717471; 4717479; 4717482; 4717573; 4717581; 4717605; 4717657; 4717681; 4717703; 4717730; 4717845; 4717851; 4717865; 4717885; 4717890; 4717929; 4717937; 4717960; 4717974; 4718101; 4718114; 4718166; 4718220; 4718260; 4718386; 4718475; 4718555; 4718683; 4718686; 4718774; 4718798; 4718812; 4718843; 4718865; 4718870; 4718886; 4718890; 4718914; 4719001; 4719185; 4719215; 4719293; 4719419; 4719525; 4719640; 4719741; 4719776; 4719826; 4719855; 4719866; 4719914; 4720011; 4720022; 4720039; 4720141; 4720156; 4720180; 4720198; 4720246; 4720275; 4720354; 4720480; 4720741; 4720742; 4720867; 4721150; 4721193; 4721205; 4721220; 4721321; 4721322; 4721401; 4721446; 4721481; 4721560; 4721608; 4721630; 4721660; 4721677; 4721683; 4721718; 4721723; 4721732; 4721900; 4721912; 4721958; 4722007; 4725786; 4725798; 4725816; 4725891; 4725894; 4725966; 4726028; 4726038; 4726104; 4726157; 4726176; 4726261; 4726273; 4726288; 4726328; 4726347; 4726379; 4726610; 4726614; 4726647; 4726757; 4726848; 4729829; 4729922; 4729949; 4729967; 4730001; 4730026; 4730166; 4735560; 4735822; 4735857; 4735902; 4735912; 4735918; 4736027; 4736117; 4736606; 4736671; 4736852; 4736950; 4737025; 4737032; 4737049; 4737059; 4737061; 4737095; 4737151; 4737171; 4738163; 4738179; 4738226; 4739923; 4740302; 4740441; 4740472; 4740513; 4740536; 4740542; 4740666; 4740806; 4740818; 4740829; 4740853; 4740867; 4740884; 4740917; 4741043; 4741057; 4741086; 4741094; 4741140; 4741211; 4741277; 4741279; 4741309; 4741310; 4741382; 4741403; 4741641; 4741689; 4741755; 4741782; 4741853; 4741913; 4741971; 4742113; 4742140; 4742143; 4742264; 4742828; 4742861; 4742881; 4742954; 4743130; 4743238; 4743270; 4743318; 4743454; 4743526; 4743536; 4743612; 4743706; 4743738; 4743885; 4743922; 4743927; 4743950; 4744021; 4744030; 4744141; 4744145; 4744159; 4744368; 4744402; 4744406; 4744422; 4744426; 4744471; 4744476; 4744508; 4744542; 4744576; 4744592; 4744601; 4744655; 4744725; 4744814; 4744825; 4744876; 4744902; 4744911; 4745012; 4745117; 4745139; 4745275; 4745982; 4746000; 4746095; 4746124; 4746138; 4746204; 4746205; 4746284; 4746300; 4746332; 4746346; 4746355; 4746481; 4746502; 4746542; 4746647; 4746672; 4746746; 4746795; 4746797; 4746820; 4746933; 4746941; 4746995; 4746999; 4747028; 4747035; 4747062; 4747096; 4747123; 4747150; 4747292; 4747304; 4747332; 4747345; 4747418; 4747464; 4747529; 4747532; 4747775; 4747783; 4747787; 4747843; 4747847; 4747899; 4747997; 4748007; 4748025; 4748113; 4748179; 4748195; 4748312; 4748327; 4748476; 4748518; 4755091; 4755103; 4755117; 4755143; 4755193; 4755294; 4755897; 4759885; 4759890; 4759941; 4759949; 4759982; 4760011; 4760248; 4760277; 4760359; 4760536; 4760566; 4760711; 4760719; 4760725; 4760864; 4760904; 4760946; 4760986; 4761019; 4761282; 4761362; 4761447; 4761452; 4761494; 4761501; 4761525; 4761637; 4761652; 4761739; 4761781; 4761831; 4761848; 4761924; 4761958; 4762057; 4762096; 4762662; 4762693; 4762882; 4762896; 4762923; 4763127; 4763129; 4763198; 4763503; 4763539; 4763623; 4763655; 4763758; 4763796; 4763814; 4764148; 4764224; 4764230; 4764257; 4764283; 4764323; 4764328; 4764815; 4764910; 4764919; 4765115; 4765150; 4765168; 4765182; 4765244; 4765335; 4765337; 4765485; 4765521; 4765564; 4765640; 4765689; 4765709; 4765743; 4765790; 4765879; 4766009; 4766131; 4766762; 4766787; 4769025; 4769026; 4769031; 4769085; 4769120; 4769218; 4769229; 4769231; 4769236; 4769240; 4769257; 4769269; 4769285; 4989468; 4989754; 5430965; 5431008; 5431121; 5431154; 5431156; 5431226; 6757668; 7008565; 7008605; 7008607; 7008618; 7008709; 7008714; 7008722; 7008729; 7008756; 7654143; 7902128; 7921462; 8440801; 8471339; 8476790; 8481313; 8559310; 8574654; 8616184; 8651997; 8667770; 8678662; 8723622; 8750140; 8775263; 8901522; 8912339; 8938090; 8951030; 8984575; 8989285; 9015738; 9088788; 9093233; 9134457; 9157817; 9200845; 9217220; 9218448; 9313153; 9349977; 9361908; 9422348; 9467902; 9506759; 9581761; 9619028; 9880237; 9902186; 10074411; 10113775; 10154490; 10294291; 10444197; 10568862; 10585197; 10776565; 10804356; 11113571; 11135585; 11159134; 11193310; 11207664; 11432188; 11666793; 11693304; 11745997; 11779404; 12197575,1; 54; 216; 1470; 7854,
Pselaphinae,T928,Q2985202,subfamily,,1039166; 1039189; 1039235; 1039277; 1039303; 1039352; 1039375; 1039388; 1039427; 1039436; 1039438; 1039443; 1039556; 1039628; 1039640; 1039657; 1039780; 1039895; 1039907; 1040000; 1040049; 1040058; 1040104; 1040109; 1040204; 1040283; 1040361; 1040376; 1040414; 1040418; 1040677; 1040701; 1040710; 1040795; 1040878; 1041108; 1041161; 1041204; 1041209; 1041308; 1041371; 1041452; 1041615; 1041682; 1041699; 1041738; 1041787; 1041793; 1041811; 1041880; 1042058; 1042104; 1042123; 1042152; 1042229; 1042235; 1042238; 1042433; 1042516; 1042523; 1042540; 1042544; 1149633; 3244495; 3261138; 3261522; 3261799; 3261883; 3262244; 3262257; 3262262; 3262264; 3262277; 3262296; 3262308; 3262335; 3262342; 3262377; 3262379; 3262425; 3262666; 3263514; 3263996; 4290445; 4404315; 4404375; 4404408; 4404440; 4404444; 4404450; 4404714; 4404720; 4404930; 4404987; 4405296; 4405307; 4405611; 4405814; 4405834; 4405881; 4406249; 4406354; 4406603; 4406743; 4406855; 4406862; 4407010; 4407215; 4407356; 4407364; 4407368; 4407445; 4407730; 4408018; 4408073; 4441001; 4441010; 4441023; 4441172; 4441229; 4441236; 4441609; 4441645; 4441695; 4441697; 4572006; 4572257; 4572476; 4572521; 4572991; 4573180; 4573186; 4573199; 4573207; 4573245; 4573254; 4573260; 4573269; 4573552; 4574449; 4574673; 4574686; 4574695; 4574712; 4575081; 4575122; 4576902; 4577018; 4577391; 4578030; 4578124; 4578196; 4713651; 4713652; 4713662; 4713663; 4713669; 4713681; 4713796; 4713870; 4713895; 4713923; 4713931; 4713941; 4713966; 4713972; 4713978; 4713994; 4714018; 4714028; 4714034; 4714042; 4714063; 4714096; 4714110; 4714111; 4714115; 4714140; 4714157; 4714166; 4714173; 4714177; 4714209; 4714239; 4714248; 4714263; 4714312; 4714341; 4714342; 4714350; 4714364; 4714374; 4714386; 4714418; 4714424; 4714428; 4714432; 4714445; 4714450; 4714453; 4714455; 4714487; 4714490; 4714497; 4714502; 4714524; 4714533; 4714542; 4714544; 4714546; 4714549; 4714550; 4714553; 4714588; 4714590; 4714591; 4714598; 4714604; 4714625; 4714627; 4714635; 4714638; 4714642; 4714655; 4714667; 4714671; 4714682; 4714689; 4714692; 4714698; 4714734; 4714752; 4714756; 4714783; 4714813; 4714814; 4714858; 4714890; 4714895; 4714896; 4714921; 4714935; 4714943; 4714949; 4714954; 4714976; 4714978; 4715047; 4715063; 4715072; 4715076; 4715079; 4715095; 4715104; 4715116; 4715119; 4715153; 4715168; 4715203; 4715206; 4715207; 4715211; 4715219; 4715235; 4715242; 4715255; 4715263; 4715265; 4715268; 4715269; 4715274; 4715277; 4715352; 4715355; 4715362; 4715372; 4715389; 4715399; 4715400; 4715404; 4715406; 4715412; 4715448; 4715463; 4715466; 4715483; 4715490; 4715492; 4715494; 4715500; 4715501; 4715508; 4715607; 4715620; 4715643; 4715649; 4715650; 4715664; 4715666; 4715675; 4715679; 4715811; 4715819; 4715822; 4715832; 4715855; 4715882; 4715891; 4715895; 4715904; 4715907; 4715910; 4715926; 4715953; 4715981; 4716015; 4716021; 4716022; 4716024; 4716029; 4716036; 4716088; 4716093; 4716094; 4716111; 4716222; 4716238; 4716585; 4716628; 4716648; 4716658; 4716661; 4716721; 4716822; 4717015; 4717337; 4717358; 4717374; 4717378; 4717393; 4717407; 4717427; 4717471; 4717479; 4717482; 4717573; 4717581; 4717605; 4717657; 4717681; 4717703; 4717730; 4717845; 4717851; 4717865; 4717885; 4717890; 4717929; 4717937; 4717960; 4717974; 4718101; 4718114; 4718166; 4718220; 4718260; 4718386; 4718475; 4718555; 4718683; 4718686; 4718774; 4718798; 4718812; 4718843; 4718865; 4718870; 4718886; 4718890; 4718914; 4719001; 4719185; 4719215; 4719293; 4719419; 4719525; 4719640; 4719741; 4719776; 4719826; 4719855; 4719866; 4719914; 4720011; 4720022; 4720039; 4720141; 4720156; 4720180; 4720198; 4720246; 4720275; 4720354; 4720480; 4720741; 4720742; 4720867; 4721150; 4721193; 4721205; 4721220; 4721321; 4721322; 4721401; 4721446; 4721481; 4721560; 4721608; 4721630; 4721660; 4721677; 4721683; 4721718; 4721723; 4721732; 4721900; 4721912; 4721958; 4722007; 4725786; 4725798; 4725816; 4725891; 4725894; 4725966; 4726028; 4726038; 4726104; 4726157; 4726176; 4726261; 4726273; 4726288; 4726328; 4726347; 4726379; 4726610; 4726614; 4726647; 4726757; 4726848; 4729829; 4729922; 4729949; 4729967; 4730001; 4730026; 4730166; 4735560; 4735822; 4735857; 4735902; 4735912; 4735918; 4736027; 4736117; 4736606; 4736671; 4736852; 4736950; 4737025; 4737032; 4737049; 4737059; 4737061; 4737095; 4737151; 4737171; 4738163; 4738179; 4738226; 4739923; 4740302; 4740441; 4740472; 4740513; 4740536; 4740542; 4740666; 4740806; 4740818; 4740829; 4740853; 4740867; 4740884; 4740917; 4741043; 4741057; 4741086; 4741094; 4741140; 4741211; 4741277; 4741279; 4741309; 4741310; 4741382; 4741403; 4741641; 4741689; 4741755; 4741782; 4741853; 4741913; 4741971; 4742113; 4742140; 4742143; 4742264; 4742828; 4742861; 4742881; 4742954; 4743130; 4743238; 4743270; 4743318; 4743454; 4743526; 4743536; 4743612; 4743706; 4743738; 4743885; 4743922; 4743927; 4743950; 4744021; 4744030; 4744141; 4744145; 4744159; 4744368; 4744402; 4744406; 4744422; 4744426; 4744471; 4744476; 4744508; 4744542; 4744576; 4744592; 4744601; 4744655; 4744725; 4744814; 4744825; 4744876; 4744902; 4744911; 4745012; 4745117; 4745139; 4745275; 4745982; 4746000; 4746095; 4746124; 4746138; 4746204; 4746205; 4746284; 4746300; 4746332; 4746346; 4746355; 4746481; 4746502; 4746542; 4746647; 4746672; 4746746; 4746795; 4746797; 4746820; 4746933; 4746941; 4746995; 4746999; 4747028; 4747035; 4747062; 4747096; 4747123; 4747150; 4747292; 4747304; 4747332; 4747345; 4747418; 4747464; 4747529; 4747532; 4747775; 4747783; 4747787; 4747843; 4747847; 4747899; 4747997; 4748007; 4748025; 4748113; 4748179; 4748195; 4748312; 4748327; 4748476; 4748518; 4755091; 4755103; 4755117; 4755143; 4755193; 4755294; 4755897; 4759885; 4759890; 4759941; 4759949; 4759982; 4760011; 4760248; 4760277; 4760359; 4760536; 4760566; 4760711; 4760719; 4760725; 4760864; 4760904; 4760946; 4760986; 4761019; 4761282; 4761362; 4761447; 4761452; 4761494; 4761501; 4761525; 4761637; 4761652; 4761739; 4761781; 4761831; 4761848; 4761924; 4761958; 4762057; 4762096; 4762662; 4762693; 4762882; 4762896; 4762923; 4763127; 4763129; 4763198; 4763503; 4763539; 4763623; 4763655; 4763758; 4763796; 4763814; 4764148; 4764224; 4764230; 4764257; 4764283; 4764323; 4764328; 4764815; 4764910; 4764919; 4765115; 4765150; 4765168; 4765182; 4765244; 4765335; 4765337; 4765485; 4765521; 4765564; 4765640; 4765689; 4765709; 4765743; 4765790; 4765879; 4766009; 4766131; 4766762; 4766787; 4769025; 4769026; 4769031; 4769085; 4769120; 4769218; 4769229; 4769231; 4769236; 4769240; 4769257; 4769269; 4769285; 4989468; 4989754; 5430965; 5431008; 5431121; 5431154; 5431156; 5431226; 6757668; 7008565; 7008605; 7008607; 7008618; 7008709; 7008714; 7008722; 7008729; 7008756; 7654143; 7902128; 7921462; 8440801; 8471339; 8476790; 8481313; 8559310; 8574654; 8616184; 8651997; 8667770; 8678662; 8723622; 8750140; 8775263; 8901522; 8912339; 8938090; 8951030; 8984575; 8989285; 9015738; 9088788; 9093233; 9134457; 9157817; 9200845; 9217220; 9218448; 9313153; 9349977; 9361908; 9422348; 9467902; 9506759; 9581761; 9619028; 9880237; 9902186; 10074411; 10113775; 10154490; 10294291; 10444197; 10568862; 10585197; 10776565; 10804356; 11113571; 11135585; 11159134; 11193310; 11207664; 11432188; 11666793; 11693304; 11745997; 11779404; 12197575,1; 54; 216; 1470; 7854,
Pseudepipona,T929,Q4047522,genus,1333873,,1; 54; 216; 1457; 4490,
Pseudoanthidium,T930,Q14466457,genus,1334636,,1; 54; 216; 1457; 7911,
Pseudoboa,T931,Q3409620,genus,5220746,,1; 44; 11592253; 6172,
Pseudococcidae,T932,Q143569,family,4534,,1; 54; 216; 809,
Pseudopsinae,T933,Q4047543,subfamily,,4438617; 4577099; 4715851; 4747051; 10791693,1; 54; 216; 1470; 7854,
Pseudoscorpiones,T934,Q19119,order,1161,,1; 54; 367,
Pseudoscorpionidea,T935,Q19119,order,1161,,1; 54; 367,
Psilidae,T936,Q1617223,family,6183,,1; 54; 216; 811,
Psilopilum,T937,Q17285739,genus,2682866,,6; 35; 12259753; 620; 4669,
Psithyrus,T938,Q278932,genus,,1340344,1; 54; 216; 1457; 4334; 1340278,
Psocoptera,T939,Q271623,order,1002,,1; 54; 216; 7612838,
Psychodidae,T940,Q753860,family,9164,,1; 54; 216; 811,
Psylloidea,T941,Q519259,superfamily,,3309; 7631; 7632; 7633; 9468; 3265587; 4772003; 4772043; 4779009; 4783447,1; 54; 216; 809,
Pternistria,T1387,Q64918002,genus,11096356,,1; 54; 216; 809; 9649,
Pterocheilus,T942,Q3925224,genus,1328831,,1; 54; 216; 1457; 4240,
Pteroclidiformes,T943,Q14943631,order,7192749,,1; 44; 212,
Pterocommatinae,T944,Q21231129,subfamily,,,1; 54; 216; 809; 3042,
Pterophoridae,T945,Q906219,family,8863,,1; 54; 216; 797,
Ptychopteridae,T946,Q1394972,family,5585,,1; 54; 216; 811,
Pulmonata,T947,Q840453,order,,,1; 52,
Pycnogonida,T948,Q19106,class,354,,1; 54,
Pyralidae,T949,Q248425,family,5336,,1; 54; 216; 797,
Pyralinae,T950,Q142011,subfamily,,1869957; 1870302; 1870646; 1871206; 1871604; 1872527; 1872845; 1873121; 1874902; 1876588; 1877937; 1878008; 1878215; 4707969; 6114208; 7932340; 8768407; 8771407; 8783930; 8893450; 8971644; 9093668; 9121689; 10767219; 11133898; 11697215; 11815589,1; 54; 216; 797; 5336,
Pyraustinae,T951,Q149434,subfamily,,1878676; 1881167; 1881772; 1882790; 1883459; 1885905; 1887501; 1887658; 1890369; 1891122; 1891943; 1892238; 4687271; 4687287; 8917327; 9253998; 10045998,1; 54; 216; 797; 8841,
Pyrgomorphidae,T952,Q1297956,family,5928,,1; 54; 216; 1458,
Pyrgus,T953,Q1768622,genus,1949704,,1; 54; 216; 797; 6953,
Pyrochroa coccinea,T954,Q179827,species,5751237,,1; 54; 216; 1470; 4756; 8128230,
Pyrochroa serraticornis,T955,Q212321,species,8843472,,1; 54; 216; 1470; 4756; 8128230,
Pyrochroidae,T956,Q854647,family,4756,,1; 54; 216; 1470,
Pyrrhidium sanguineum,T957,Q1754843,species,1143384,,1; 54; 216; 1470; 5602; 1143383,
Pyrrhocoridae,T958,Q508786,family,7895,,1; 54; 216; 809,
Pythidae,T959,Q1040635,family,4757,,1; 54; 216; 1470,
Pytho depressus,T960,Q3575834,species,4457578,,1; 54; 216; 1470; 4757; 1045034,
Ranatra,T1284,Q1154489,genus,2007594,,1; 54; 216; 809; 7892,
Ranunculus,T961,Q146130,genus,3033294,,6; 7707728; 220; 399; 2410,
Raphidioptera,T962,Q217516,order,786,,1; 54; 216,
Reduviidae,T963,Q768510,family,4324,,1; 54; 216; 809,
